id_site;id_client;libelle;type_site;adresse;code_postal;ville;code_insee;region;latitude;longitude;surface_m2;date_ouverture;date_fermeture;actif
SIT-01330;CLI-01073;Usine Argenteuil;Usine;13 avenue Jean Jaurès;95100;Argenteuil;95018;Île-de-France;48.9217;2.2696;1176;2026-04-17;;oui
SIT-01331;CLI-01073;Entrepôt Villeurbanne;Entrepôt;76 quai des Docks;69100;Villeurbanne;69266;Auvergne-Rhône-Alpes;45.7353;4.9171;240;2021-01-18;;oui
SIT-01332;CLI-01074;Siège Avignon;Siège;159 rue du Commerce;84000;Avignon;84007;Provence-Alpes-Côte d’Azur;43.971;4.8557;609;2016-04-21;2020-11-26;non
SIT-01333;CLI-01074;Entrepôt Bayonne;Entrepôt;29 chemin des Vignes;64100;Bayonne;64102;Nouvelle-Aquitaine;43.4959;-1.5026;1990;2019-06-13;;oui
SIT-01334;CLI-01074;Entrepôt Versailles;Entrepôt;102 route de Bordeaux;78000;Versailles;78646;Île-de-France;48.8498;2.0841;327;2024-12-07;;oui
SIT-01335;CLI-01074;Point de vente Saint-Denis;Point de vente;35 quai des Docks;93200;Saint-Denis;93066;Île-de-France;48.89;2.4008;783;2019-07-24;;oui
SIT-01336;CLI-01075;Siège Cholet;Siège;180 boulevard Victor Hugo;49300;Cholet;49099;Pays de la Loire;47.0557;-0.8893;259;2025-05-08;;oui
SIT-01337;CLI-01076;Siège Albi;Siège;54 place du Marché;81000;Albi;81004;Occitanie;43.9693;2.1277;302;2016-04-30;;oui
SIT-01338;CLI-01079;Siège Antibes;Siège;85 chemin des Vignes;06600;Antibes;06004;Provence-Alpes-Côte d’Azur;43.5647;7.1543;2132;2018-03-31;;oui
SIT-01339;CLI-01079;Point de vente Vannes;Point de vente;49 rue Pasteur;56000;Vannes;56260;Bretagne;47.6845;-2.775;2000;2023-08-07;;oui
SIT-01340;CLI-01079;Entrepôt Pau;Entrepôt;149 place du Marché;64000;Pau;64445;Nouvelle-Aquitaine;43.3257;-0.3485;1680;2022-06-11;;oui
SIT-01341;CLI-01079;Point de vente Antibes;Point de vente;72 impasse des Lilas;06600;Antibes;06004;Provence-Alpes-Côte d’Azur;43.61;7.14;848;2022-02-05;;oui
SIT-01342;CLI-01080;Siège Angoulême;Siège;175 rue de la République;16000;Angoulême;16015;Nouvelle-Aquitaine;45.6998;0.1333;2334;2023-04-12;;oui
SIT-01343;CLI-01080;Point de vente Orléans;Point de vente;119 rue Pasteur;45000;Orléans;45234;Centre-Val de Loire;47.8976;1.9421;1564;2024-03-29;;oui
SIT-01344;CLI-01081;Siège Saint-Quentin;Siège;94 rue Pasteur;02100;Saint-Quentin;02691;Hauts-de-France;49.8312;3.3262;40;2022-02-24;;oui
SIT-01345;CLI-01081;Usine Périgueux;Usine;131 rue du Commerce;24000;Périgueux;24322;Nouvelle-Aquitaine;45.1795;0.761;928;2018-03-14;;oui
SIT-01346;CLI-01081;Agence Quimper;Agence;135 rue de l’Industrie;29000;Quimper;29232;Bretagne;48.045;-4.1493;317;2026-02-01;;oui
SIT-01347;CLI-01081;Usine Lyon;Usine;84 rue de la République;69001;Lyon;69123;Auvergne-Rhône-Alpes;45.7121;4.8478;1217;2024-12-13;;oui
SIT-01348;CLI-01083;Siège Montauban;Siège;148 rue Pasteur;82000;Montauban;82121;Occitanie;43.994;1.3996;1663;2022-10-23;;oui
SIT-01349;CLI-01084;Siège Issy-les-Moulineaux;Siège;76 rue Pasteur;92130;Issy-les-Moulineaux;92040;Île-de-France;48.8359;2.2682;659;2017-08-12;;oui
SIT-01350;CLI-01084;Point de vente Chartres;Point de vente;126 rue Pasteur;28000;Chartres;28085;Centre-Val de Loire;48.4033;1.4945;1599;2017-12-22;;oui
SIT-01351;CLI-01088;Siège Niort;Siège;9 place du Marché;79000;Niort;79191;Nouvelle-Aquitaine;46.2735;-0.4739;1281;2020-11-03;;oui
SIT-01352;CLI-01089;Siège Évry-Courcouronnes;Siège;33 avenue du Général Leclerc;91000;Évry-Courcouronnes;91228;Île-de-France;48.6692;2.4228;40;2024-01-25;;oui
SIT-01353;CLI-01089;Point de vente Orléans;Point de vente;63 rue des Acacias;45000;Orléans;45234;Centre-Val de Loire;47.915;1.9325;1495;2025-01-05;;oui
SIT-01354;CLI-01089;Point de vente Mulhouse;Point de vente;158 rue de l’Industrie;68100;Mulhouse;68224;Grand Est;47.7216;7.3328;1255;2019-11-16;2023-08-09;non
SIT-01355;CLI-01091;Siège Charleville-Mézières;Siège;97 route de Bordeaux;08000;Charleville-Mézières;08105;Grand Est;49.7911;4.7223;1267;2016-07-09;;oui
SIT-01356;CLI-01094;Siège Argenteuil;Siège;37 rue Pasteur;95100;Argenteuil;95018;Île-de-France;48.9139;2.2171;1499;2022-11-30;;oui
SIT-01357;CLI-01094;Point de vente Roanne;Point de vente;85 avenue du Général Leclerc;42300;Roanne;42187;Auvergne-Rhône-Alpes;46.033;4.066;1804;2018-01-04;;oui
SIT-01358;CLI-01094;Point de vente Meaux;Point de vente;99 rue Pasteur;77100;Meaux;77284;Île-de-France;48.989;2.919;40;2019-02-13;;oui
SIT-01359;CLI-01094;Point de vente Limoges;Point de vente;29 avenue Jean Jaurès;87000;Limoges;87085;Nouvelle-Aquitaine;45.8573;1.2744;2695;2018-01-21;;oui
SIT-01360;CLI-01095;Siège Dunkerque;Siège;114 boulevard Victor Hugo;59140;Dunkerque;59183;Hauts-de-France;51.0579;2.3628;580;2017-07-20;;oui
SIT-01361;CLI-01097;Siège Brest;Siège;60 avenue Jean Jaurès;29200;Brest;29019;Bretagne;48.3983;-4.4702;1028;2023-12-06;;oui
SIT-01362;CLI-01098;Siège Cholet;Siège;121 rue de la République;49300;Cholet;49099;Pays de la Loire;47.0414;-0.861;40;2026-05-09;;oui
SIT-01363;CLI-01098;Agence Montauban;Agence;92 rue des Acacias;82000;Montauban;82121;Occitanie;44.0326;1.393;40;2023-07-10;;oui
SIT-01364;CLI-01098;Point de vente Saint-Quentin;Point de vente;30 place du Marché;02100;Saint-Quentin;02691;Hauts-de-France;49.8213;3.2633;1159;2017-05-02;;oui
SIT-01365;CLI-01098;Agence Bourges;Agence;4 place du Marché;18000;Bourges;18033;Centre-Val de Loire;47.052;2.3787;1928;2021-05-26;;oui
SIT-01366;CLI-01099;Siège Cholet;Siège;135 allée des Peupliers;49300;Cholet;49099;Pays de la Loire;47.0542;-0.8932;1928;2021-04-21;2025-01-05;non
SIT-01367;CLI-01101;Siège Narbonne;Siège;43 avenue du Général Leclerc;11100;Narbonne;11262;Occitanie;43.214;3.0136;2112;2025-09-30;;oui
SIT-01368;CLI-01104;Siège ÉVREUX;Siège;67 avenue Jean Jaurès;27000;ÉVREUX;27229;Normandie;49.0515;1.197;575;2023-06-22;;oui
SIT-01369;CLI-01104;Point de vente Bayonne;Point de vente;119 quai des Docks;64100;Bayonne;64102;Nouvelle-Aquitaine;43.5169;-1.4865;782;2023-03-19;;oui
SIT-01370;CLI-01104;Point de vente Bourges;Point de vente;9 allée des Peupliers;18000;Bourges;18033;Centre-Val de Loire;47.0686;2.4045;1818;2025-02-28;;oui
SIT-01371;CLI-01105;Siège Bourges;Siège;161 place du Marché;18000;Bourges;18033;Centre-Val de Loire;47.0317;2.3725;282;2025-07-13;;oui
SIT-01372;CLI-01107;Siège Nevers;Siège;113 rue du Commerce;58000;Nevers;58194;Bourgogne-Franche-Comté;47.0064;3.1178;865;2020-03-02;;oui
SIT-01373;CLI-01108;Siège Nevers;Siège;105 rue du Commerce;58000;Nevers;58194;Bourgogne-Franche-Comté;47.0015;3.2086;1656;2020-01-12;;oui
SIT-01374;CLI-01109;Siège Nancy;Siège;28 chemin des Vignes;54000;Nancy;54395;Grand Est;48.7064;6.1727;839;2017-01-06;;oui
SIT-01375;CLI-01111;Siège Caen;Siège;20 avenue Jean Jaurès;14000;Caen;14118;Normandie;49.1931;-0.3652;1757;2025-12-20;;oui
SIT-01376;CLI-01112;Siège Troyes;Siège;167 rue de l’Industrie;10000;Troyes;10387;Grand Est;48.3278;4.0549;992;2021-11-10;;oui
SIT-01377;CLI-01112;Agence Narbonne;Agence;27 allée des Peupliers;11100;Narbonne;11262;Occitanie;43.2064;2.9593;750;2016-12-27;;oui
SIT-01378;CLI-01112;Usine Reims;Usine;84 rue de l’Industrie;51100;Reims;51454;Grand Est;49.2711;3.9934;789;2018-03-29;;oui
SIT-01379;CLI-01112;Point de vente Grenoble;Point de vente;170 place du Marché;38000;Grenoble;38185;Auvergne-Rhône-Alpes;45.1761;5.7603;851;2017-05-16;;oui
SIT-01380;CLI-01113;Siège Bayonne;Siège;129 rue de l’Industrie;64100;Bayonne;64102;Nouvelle-Aquitaine;43.5381;-1.5292;1713;2026-03-08;;oui
SIT-01381;CLI-01113;Point de vente Le Mans;Point de vente;110 avenue de la Gare;72000;Le Mans;72181;Pays de la Loire;48.004;0.1914;40;2020-08-21;;oui
SIT-01382;CLI-01114;Siège Roubaix;Siège;99 avenue du Général Leclerc;59100;Roubaix;59512;Hauts-de-France;50.7349;3.1585;40;2023-06-08;;oui
SIT-01383;CLI-01114;Entrepôt Bourg-en-Bresse;Entrepôt;24 impasse des Lilas;01000;Bourg-en-Bresse;01053;Auvergne-Rhône-Alpes;46.2185;5.2248;1302;2023-09-05;;oui
SIT-01384;CLI-01116;Siège Lorient;Siège;23 avenue de la Gare;71100;Lorient;56121;Bretagne;47.768;-3.4019;390;2017-05-19;;oui
SIT-01385;CLI-01116;Point de vente Rodez;Point de vente;13 quai des Docks;12000;Rodez;12202;Occitanie;44.3753;2.5742;129;2016-08-03;;oui
SIT-01386;CLI-01117;Siège Narbonne;Siège;139 boulevard Victor Hugo;11100;Narbonne;11262;Occitanie;43.1752;3.0028;2172;2023-04-24;;oui
SIT-01387;CLI-01118;Siège Paris;Siège;39 boulevard Victor Hugo;75001;Paris;75056;Île-de-France;48.8464;2.3811;2011;2023-05-14;2025-05-02;non
SIT-01388;CLI-01119;Siège Brest;Siège;121 boulevard Victor Hugo;29200;Brest;29019;Bretagne;48.3792;-4.4896;40;2022-10-20;;oui
SIT-01389;CLI-01119;Point de vente Quimper;Point de vente;159 rue Pasteur;29000;Quimper;29232;Bretagne;48.0202;-4.0564;2521;2021-04-30;;oui
SIT-01390;CLI-01120;Siège Besançon;Siège;176 avenue de la Gare;25000;Besançon;25056;Bourgogne-Franche-Comté;47.259;6.0169;1356;2017-09-03;;oui
SIT-01391;CLI-01120;Entrepôt Grasse;Entrepôt;3 avenue Jean Jaurès;06130;Grasse;06069;Provence-Alpes-Côte d’Azur;43.6595;6.9182;2016;2022-10-29;;oui
SIT-01392;CLI-01121;Siège Saint-Malo;Siège;77 rue des Acacias;35400;Saint-Malo;35288;Bretagne;48.6821;-2.0532;40;2016-05-19;;oui
SIT-01393;CLI-01121;Agence Caen;Agence;2 impasse des Lilas;14000;Caen;14118;Normandie;49.1613;-0.3644;40;2025-06-23;;oui
SIT-01394;CLI-01123;Siège Quimper;Siège;67 rue Pasteur;29000;Quimper;29232;Bretagne;47.9823;-4.1001;1848;2025-05-22;;oui
SIT-01395;CLI-01123;Entrepôt Nantes;Entrepôt;30 rue de la République;44000;Nantes;44109;Pays de la Loire;47.1925;-1.5162;1543;2024-07-19;;oui
SIT-01396;CLI-01125;Siège Créteil;Siège;27 rue de la République;94000;Créteil;94028;Île-de-France;48.824;2.4768;40;2023-12-02;;oui
SIT-01397;CLI-01127;Siège Tarbes;Siège;64 place du Marché;65000;Tarbes;65440;Occitanie;43.26;0.037;1016;2021-04-14;;oui
SIT-01398;CLI-01130;Siège Nantes;Siège;44 impasse des Lilas;44000;Nantes;44109;Pays de la Loire;47.2271;-1.5309;288;2016-05-30;;oui
SIT-01399;CLI-01131;Siège Besançon;Siège;166 impasse des Lilas;25000;Besançon;25056;Bourgogne-Franche-Comté;47.2509;5.9809;2024;2024-04-19;;oui
SIT-01400;CLI-01131;Entrepôt Boulogne-Billancourt;Entrepôt;24 rue de l’Industrie;92100;Boulogne-Billancourt;92012;Île-de-France;48.8364;2.2764;1844;2025-06-17;;oui
SIT-01401;CLI-01132;Siège Roubaix;Siège;157 avenue Jean Jaurès;59100;Roubaix;59512;Hauts-de-France;50.7344;3.198;999;2025-09-09;2026-04-01;non
SIT-01402;CLI-01132;Entrepôt Angers;Entrepôt;98 route de Bordeaux;49000;Angers;49007;Pays de la Loire;47.4318;-0.5592;2193;2025-10-22;;oui
SIT-01403;CLI-01133;Siège Saint-Nazaire;Siège;154 place du Marché;44600;Saint-Nazaire;44184;Pays de la Loire;47.3118;-2.2569;1283;2026-04-17;2030-04-04;non
SIT-01404;CLI-01133;Usine Tarbes;Usine;154 avenue Jean Jaurès;65000;Tarbes;65440;Occitanie;43.186;0.1105;40;2019-09-15;;oui
SIT-01405;CLI-01134;Siège Paris;Siège;165 quai des Docks;75001;Paris;75056;Île-de-France;48.8184;2.3955;1402;2026-04-14;;oui
SIT-01406;CLI-01134;Point de vente Agen;Point de vente;75 chemin des Vignes;47000;Agen;47001;Nouvelle-Aquitaine;44.1906;0.6512;912;2023-05-30;;oui
SIT-01407;CLI-01134;Agence Gap;Agence;32 rue Pasteur;05000;Gap;05061;Provence-Alpes-Côte d’Azur;44.5486;6.0319;396;2023-01-26;;oui
SIT-01408;CLI-01137;Siège VERSAILLES;Siège;46 rue Pasteur;78000;VERSAILLES;78646;Île-de-France;48.7894;2.1131;1420;2022-08-17;2026-07-15;non
SIT-01409;CLI-01139;Siège MONTAUBAN;Siège;147 place du Marché;82000;MONTAUBAN;82121;Occitanie;43.9849;1.3085;1226;2020-03-07;;oui
SIT-01410;CLI-01140;Siège Saint-Denis;Siège;173 place du Marché;93200;Saint-Denis;93066;Île-de-France;48.9319;2.3186;1120;2016-08-20;;oui
SIT-01411;CLI-01140;Entrepôt Arles;Entrepôt;29 avenue Jean Jaurès;13200;Arles;13004;Provence-Alpes-Côte d’Azur;43.7182;4.6183;40;2020-02-15;;oui
SIT-01412;CLI-01140;Point de vente Caen;Point de vente;53 avenue du Général Leclerc;14000;Caen;14118;Normandie;49.1899;-0.389;1843;2018-03-02;;oui
SIT-01413;CLI-01140;Entrepôt Montauban;Entrepôt;155 avenue Jean Jaurès;82000;Montauban;82121;Occitanie;44.0217;1.3293;40;2019-05-15;;oui
SIT-01414;CLI-01142;Siège Nevers;Siège;45 quai des Docks;58000;Nevers;58194;Bourgogne-Franche-Comté;47.014;3.1192;889;2018-08-16;;oui
SIT-01415;CLI-01142;Usine Nantes;Usine;69 rue du Commerce;44000;Nantes;44109;Pays de la Loire;47.238;-1.6;786;2022-06-30;;oui
SIT-01416;CLI-01142;Agence Salon-de-Provence;Agence;57 avenue du Général Leclerc;13300;Salon-de-Provence;13103;Provence-Alpes-Côte d’Azur;43.6054;5.0865;849;2023-05-14;;oui
SIT-01417;CLI-01143;Siège Cannes;Siège;40 avenue Jean Jaurès;06400;Cannes;06029;Provence-Alpes-Côte d’Azur;43.5422;6.9781;879;2017-06-17;;oui
SIT-01418;CLI-01144;Siège Calais;Siège;95 rue du Commerce;62100;Calais;62193;Hauts-de-France;50.9566;1.8221;40;2024-05-13;;oui
SIT-01419;CLI-01145;Siège Paris;Siège;55 chemin des Vignes;75001;Paris;75056;Île-de-France;48.8866;2.3749;1031;2021-10-01;;oui
SIT-01420;CLI-01145;Usine Cherbourg-en-Cotentin;Usine;173 rue de la République;50100;Cherbourg-en-Cotentin;50129;Normandie;49.6208;-1.5959;146;2026-03-10;;oui
SIT-01421;CLI-01145;Entrepôt Avignon;Entrepôt;132 rue de l’Industrie;84000;Avignon;84007;Provence-Alpes-Côte d’Azur;43.9498;4.8324;1493;2023-09-03;;oui
SIT-01422;CLI-01146;Siège Nancy;Siège;151 place du Marché;54000;Nancy;54395;Grand Est;48.7201;6.1424;1076;2018-08-09;;oui
SIT-01423;CLI-01147;Siège MULHOUSE;Siège;156 avenue de la Gare;68100;MULHOUSE;68224;Grand Est;47.7897;7.3495;369;2018-03-29;;oui
SIT-01424;CLI-01147;Entrepôt Saint-Étienne;Entrepôt;78 avenue du Général Leclerc;42000;Saint-Étienne;42218;Auvergne-Rhône-Alpes;45.3972;4.3972;2103;2025-12-02;;oui
SIT-01425;CLI-01151;Siège Montpellier;Siège;76 quai des Docks;34000;Montpellier;34172;Occitanie;43.6557;3.8678;255;2020-03-08;;oui
SIT-01426;CLI-01151;Entrepôt Vannes;Entrepôt;47 quai des Docks;56000;Vannes;56260;Bretagne;47.6293;-2.7165;1835;2024-09-19;;oui
SIT-01427;CLI-01151;Agence Meaux;Agence;164 rue des Acacias;77100;Meaux;77284;Île-de-France;49.0083;2.901;1382;2024-04-12;;oui
SIT-01428;CLI-01152;Siège lille;Siège;1 impasse des Lilas;59000;lille;59350;Hauts-de-France;50.644;3.0593;2492;2020-01-11;;oui
SIT-01429;CLI-01152;Point de vente Bordeaux;Point de vente;37 allée des Peupliers;33000;Bordeaux;33063;Nouvelle-Aquitaine;44.8161;-0.5894;509;2024-12-30;;oui
SIT-01430;CLI-01152;Point de vente Pau;Point de vente;169 chemin des Vignes;64000;Pau;64445;Nouvelle-Aquitaine;43.3029;-0.3875;1143;2016-11-08;;oui
SIT-01431;CLI-01153;Siège Pau;Siège;151 avenue Jean Jaurès;64000;Pau;64445;Nouvelle-Aquitaine;43.2535;-0.3771;2271;2018-09-18;;oui
SIT-01432;CLI-01153;Point de vente Évry-Courcouronnes;Point de vente;171 boulevard Victor Hugo;91000;Évry-Courcouronnes;91228;Île-de-France;48.5933;2.4148;688;2023-08-26;;oui
SIT-01433;CLI-01153;Point de vente Fréjus;Point de vente;14 route de Bordeaux;83600;Fréjus;83061;Provence-Alpes-Côte d’Azur;43.4704;6.7488;1873;2019-01-16;;oui
SIT-01434;CLI-01153;Agence Grasse;Agence;9 avenue Jean Jaurès;06130;Grasse;06069;Provence-Alpes-Côte d’Azur;43.671;6.9323;1380;2019-01-19;;oui
SIT-01435;CLI-01154;Siège Avignon;Siège;99 allée des Peupliers;84000;Avignon;84007;Provence-Alpes-Côte d’Azur;43.9046;4.8375;1075;2016-12-17;2018-08-24;non
SIT-01436;CLI-01155;Siège Nice;Siège;28 quai des Docks;06000;Nice;06088;Provence-Alpes-Côte d’Azur;43.684;7.2863;440;2021-04-19;2026-08-15;non
SIT-01437;CLI-01155;Usine Créteil;Usine;173 rue Pasteur;94000;Créteil;94028;Île-de-France;48.7556;2.4901;889;2018-04-20;;oui
SIT-01438;CLI-01156;Siège NARBONNE;Siège;156 route de Bordeaux;11100;NARBONNE;11262;Occitanie;43.1707;2.9759;809;2019-06-24;;oui
SIT-01439;CLI-01156;Agence Niort;Agence;178 rue Pasteur;79000;Niort;79191;Nouvelle-Aquitaine;46.3632;-0.4247;1064;2019-02-20;2020-12-05;non
SIT-01440;CLI-01157;Siège Quimper;Siège;113 avenue de la Gare;29000;Quimper;29232;Bretagne;47.953;-4.1325;693;2021-12-07;;oui
SIT-01441;CLI-01158;Siège Auxerre;Siège;48 rue des Acacias;89000;Auxerre;89024;Bourgogne-Franche-Comté;47.832;3.6087;234;2020-04-18;;oui
SIT-01442;CLI-01158;Entrepôt Tarbes;Entrepôt;34 boulevard Victor Hugo;65000;Tarbes;65440;Occitanie;43.2412;0.0409;885;2018-08-31;;oui
SIT-01443;CLI-01158;Usine Montreuil;Usine;136 route de Bordeaux;93100;Montreuil;93048;Île-de-France;48.8307;2.4044;1377;2016-11-24;;oui
SIT-01444;CLI-01158;Point de vente Montpellier;Point de vente;44 avenue de la Gare;34000;Montpellier;34172;Occitanie;43.5837;3.8901;927;2020-11-17;;oui
SIT-01445;CLI-01159;Siège Le Havre;Siège;74 avenue du Général Leclerc;76600;Le Havre;76351;Normandie;49.5025;0.1395;40;2023-08-08;;oui
SIT-01446;CLI-01159;Usine Bayonne;Usine;64 allée des Peupliers;64100;Bayonne;64102;Nouvelle-Aquitaine;43.5092;-1.4979;153;2021-06-03;;oui
SIT-01447;CLI-01159;Entrepôt Issy-les-Moulineaux;Entrepôt;60 chemin des Vignes;92130;Issy-les-Moulineaux;92040;Île-de-France;48.7748;2.2234;605;2022-05-06;;oui
SIT-01448;CLI-01160;Siège Reims;Siège;141 place du Marché;51100;Reims;51454;Grand Est;49.2123;4.0708;1612;2021-03-04;;oui
SIT-01449;CLI-01161;Siège Le Havre;Siège;112 route de Bordeaux;76600;Le Havre;76351;Normandie;49.5363;0.149;1213;2018-07-12;;oui
SIT-01450;CLI-01162;Siège Chalon-sur-Saône;Siège;112 allée des Peupliers;71100;Chalon-sur-Saône;71076;Bourgogne-Franche-Comté;46.7639;4.8199;820;2020-03-01;;oui
SIT-01451;CLI-01163;Siège Saint-Nazaire;Siège;133 rue de l’Industrie;44600;Saint-Nazaire;44184;Pays de la Loire;47.2479;-2.2098;1503;2019-07-07;;oui
SIT-01452;CLI-01164;Siège MÉRIGNAC;Siège;63 chemin des Vignes;33700;MÉRIGNAC;33281;Nouvelle-Aquitaine;44.8015;-0.6964;40;2024-09-03;;oui
SIT-01453;CLI-01165;Siège NIORT;Siège;152 route de Bordeaux;79000;NIORT;79191;Nouvelle-Aquitaine;46.3176;-0.5025;40;2018-11-08;;oui
SIT-01454;CLI-01165;Entrepôt Carcassonne;Entrepôt;179 impasse des Lilas;11000;Carcassonne;11069;Occitanie;43.2016;2.3125;1451;2021-04-15;;oui
SIT-01455;CLI-01166;Siège Dunkerque;Siège;139 rue du Commerce;59140;Dunkerque;59183;Hauts-de-France;50.9919;2.355;40;2022-05-28;;oui
SIT-01456;CLI-01167;Siège Poitiers;Siège;64 place du Marché;86000;Poitiers;86194;Nouvelle-Aquitaine;46.5882;0.3252;817;2023-05-11;;oui
SIT-01457;CLI-01167;Point de vente Beauvais;Point de vente;103 avenue du Général Leclerc;60000;Beauvais;60057;Hauts-de-France;49.4799;2.1227;40;2021-07-21;;oui
SIT-01458;CLI-01168;Siège Carcassonne;Siège;154 place du Marché;11000;Carcassonne;11069;Occitanie;43.2439;2.3654;1849;2024-02-12;2025-09-15;non
SIT-01459;CLI-01168;Agence Paris;Agence;47 boulevard Victor Hugo;75001;Paris;75056;Île-de-France;48.8738;2.3387;567;2019-12-19;;oui
SIT-01460;CLI-01168;Usine Montpellier;Usine;138 allée des Peupliers;34000;Montpellier;34172;Occitanie;43.6203;3.8551;218;2023-07-08;2025-04-13;non
SIT-01461;CLI-01169;Siège Le Mans;Siège;80 boulevard Victor Hugo;72000;Le Mans;72181;Pays de la Loire;48.0183;0.2034;951;2020-05-04;;oui
SIT-01462;CLI-01169;Agence Calais;Agence;118 chemin des Vignes;62100;Calais;62193;Hauts-de-France;50.9854;1.8122;179;2023-02-02;;oui
SIT-01463;CLI-01170;Siège Issy-les-Moulineaux;Siège;4 avenue de la Gare;92130;Issy-les-Moulineaux;92040;Île-de-France;48.7886;2.2751;40;2017-04-23;;oui
SIT-01464;CLI-01170;Point de vente Besançon;Point de vente;166 route de Bordeaux;25000;Besançon;25056;Bourgogne-Franche-Comté;47.2199;6.0673;821;2025-02-01;;oui
SIT-01465;CLI-01170;Agence Le Havre;Agence;7 quai des Docks;76600;Le Havre;76351;Normandie;49.5345;0.1052;2861;2021-02-14;;oui
SIT-01466;CLI-01170;Agence Saint-Nazaire;Agence;41 rue Pasteur;44600;Saint-Nazaire;44184;Pays de la Loire;47.3045;-2.2589;1168;2017-07-12;;oui
SIT-01467;CLI-01171;Siège La Roche-sur-Yon;Siège;78 rue des Acacias;85000;La Roche-sur-Yon;85191;Pays de la Loire;46.7047;-1.4452;40;2023-12-28;;oui
SIT-01468;CLI-01172;Siège Brest;Siège;105 impasse des Lilas;29200;Brest;29019;Bretagne;48.3591;-4.4506;40;2021-12-15;;oui
SIT-01469;CLI-01173;Siège Aix-en-Provence;Siège;62 rue Pasteur;13100;Aix-en-Provence;13001;Provence-Alpes-Côte d’Azur;43.4882;5.4298;865;2020-06-09;;oui
SIT-01470;CLI-01175;Siège Poitiers;Siège;131 rue Pasteur;86000;Poitiers;86194;Nouvelle-Aquitaine;46.5531;0.3283;1170;2018-09-26;2019-07-16;non
SIT-01471;CLI-01175;Entrepôt Grasse;Entrepôt;133 avenue de la Gare;06130;Grasse;06069;Provence-Alpes-Côte d’Azur;43.705;6.9631;754;2020-07-20;;oui
SIT-01472;CLI-01176;Siège Avignon;Siège;36 avenue de la Gare;84000;Avignon;84007;Provence-Alpes-Côte d’Azur;43.9352;4.7736;487;2022-01-03;2021-10-04;non
SIT-01473;CLI-01176;Agence Montpellier;Agence;41 avenue Jean Jaurès;34000;Montpellier;34172;Occitanie;43.5905;3.911;1673;2020-12-05;;oui
SIT-01474;CLI-01177;Siège Albi;Siège;43 quai des Docks;81000;Albi;81004;Occitanie;43.9274;2.1072;470;2023-12-09;;oui
SIT-01475;CLI-01178;Siège Annecy;Siège;63 avenue du Général Leclerc;74000;Annecy;74010;Auvergne-Rhône-Alpes;45.9088;6.132;42;2025-12-11;;oui
SIT-01476;CLI-01178;Point de vente Charleville-Mézières;Point de vente;104 rue du Commerce;08000;Charleville-Mézières;08105;Grand Est;49.7818;4.7398;886;2023-06-16;;oui
SIT-01477;CLI-01181;Siège Paris;Siège;85 allée des Peupliers;74000;Paris;75056;Île-de-France;48.8567;2.3438;172;2017-01-16;;oui
SIT-01478;CLI-01181;Usine Bourges;Usine;30 route de Bordeaux;18000;Bourges;18033;Centre-Val de Loire;47.0374;2.3725;280;2024-02-14;;oui
SIT-01479;CLI-01181;Point de vente Angoulême;Point de vente;14 allée des Peupliers;16000;Angoulême;16015;Nouvelle-Aquitaine;45.6285;0.1899;1561;2022-06-20;;oui
SIT-01480;CLI-01181;Agence Auxerre;Agence;70 chemin des Vignes;89000;Auxerre;89024;Bourgogne-Franche-Comté;47.7846;3.5512;903;2024-07-24;;oui
SIT-01481;CLI-01183;Siège Perpignan;Siège;108 place du Marché;66000;Perpignan;66136;Occitanie;42.7437;2.8536;2223;2017-04-23;;oui
SIT-01482;CLI-01184;Siège Caen;Siège;133 rue de la République;14000;Caen;14118;Normandie;49.2007;-0.3412;3052;2021-03-18;;oui
SIT-01483;CLI-01184;Point de vente Montpellier;Point de vente;156 avenue du Général Leclerc;34000;Montpellier;34172;Occitanie;43.5897;3.8487;1600;2021-01-15;;oui
SIT-01484;CLI-01185;Siège Arles;Siège;54 impasse des Lilas;13200;Arles;13004;Provence-Alpes-Côte d’Azur;43.6509;4.6171;626;2021-06-06;;oui
SIT-01485;CLI-01186;Siège Cherbourg-en-Cotentin;Siège;1 rue Pasteur;50100;Cherbourg-en-Cotentin;50129;Normandie;49.6128;-1.6457;210;2018-10-26;2021-04-28;non
SIT-01486;CLI-01186;Point de vente Saint-Malo;Point de vente;145 allée des Peupliers;35400;Saint-Malo;35288;Bretagne;48.6057;-2.0143;1274;2024-07-21;;oui
SIT-01487;CLI-01187;Siège Toulouse;Siège;119 rue des Acacias;31000;Toulouse;31555;Occitanie;43.6419;1.4734;760;2024-07-01;;oui
SIT-01488;CLI-01188;Siège Tarbes;Siège;144 rue Pasteur;65000;Tarbes;65440;Occitanie;43.2739;0.0916;210;2018-05-01;;oui
SIT-01489;CLI-01190;Siège Le Mans;Siège;152 avenue Jean Jaurès;72000;Le Mans;72181;Pays de la Loire;48.0298;0.2333;873;2018-10-04;2020-02-20;non
SIT-01490;CLI-01191;Siège Le Havre;Siège;96 allée des Peupliers;76600;Le Havre;76351;Normandie;49.467;0.1063;562;2021-10-27;;oui
SIT-01491;CLI-01192;Siège Rodez;Siège;92 impasse des Lilas;12000;Rodez;12202;Occitanie;44.3654;2.542;1246;2024-12-31;;oui
