id_ticket;id_client;id_contact;canal;categorie;priorite;date_ouverture;date_cloture;delai_resolution_h;satisfaction;agent
TIC-003151;CLI-00694;;Formulaire web;Facturation;haute;2026-06-24;2026-06-25;40;5;Thomas Morel
TIC-003152;CLI-01714;;Formulaire web;Retour;basse;2024-07-11;2024-07-13;67;5;Virginie Henry
TIC-003153;CLI-00499;;Courriel;Livraison;normale;2025-06-10;2025-06-10;23;5;Pauline Durand
TIC-003154;CLI-01860;;Agence;Facturation;haute;2024-10-21;2024-10-21;23;5;Catherine Chevalier
TIC-003155;CLI-02043;CTC-002012;Téléphone;Demande d’information;basse;2026-03-07;2026-03-08;25;4;Vincent Richard
TIC-003156;CLI-00166;CTC-007716;Agence;Retour;normale;2024-03-21;;;;Vincent Richard
TIC-003157;CLI-02012;CTC-003039;Formulaire web;Facturation;normale;2026-07-03;2026-07-04;32;4;Alain Morel
TIC-003158;CLI-02077;;Téléphone;Livraison;normale;2026-05-27;2026-05-30;93;4;Catherine Dumont
TIC-003159;CLI-02313;;Formulaire web;Livraison;haute;2026-05-19;2026-05-19;6;5;Camille Bertrand
TIC-003160;CLI-01253;;Formulaire web;Produit défectueux;normale;2025-10-22;2025-10-23;25;3;Pauline Durand
TIC-003161;CLI-00028;CTC-001130;Formulaire web;Facturation;normale;2026-03-17;2026-03-17;19;3;Catherine Chevalier
TIC-003162;CLI-00496;CTC-003030;Courriel;Livraison;normale;2024-02-05;2024-02-07;51;5;Thomas Morel
TIC-003163;CLI-00527;;Agence;Réclamation;normale;2023-09-30;;;;Virginie Henry
TIC-003164;CLI-00107;CTC-004001;Formulaire web;Réclamation;normale;2026-07-05;2026-07-06;46;1;Nathalie Michel
TIC-003165;CLI-02251;CTC-000669;Agence;Facturation;haute;2024-02-15;2024-02-16;29;5;Catherine Dumont
TIC-003166;CLI-01785;;Formulaire web;Retour;haute;2025-08-14;2025-08-15;28;5;Alain Morel
TIC-003167;CLI-02125;CTC-002961;Formulaire web;Produit défectueux;haute;2025-05-09;2025-05-09;1;5;Maxime Muller
TIC-003168;CLI-01211;CTC-005451;Courriel;Demande d’information;normale;2025-01-14;2025-01-17;85;5;Catherine Chevalier
TIC-003169;CLI-01164;CTC-002857;Agence;Demande d’information;haute;2024-07-12;2024-07-14;50;4;Catherine Chevalier
TIC-003170;CLI-01661;CTC-006629;Téléphone;Facturation;normale;2025-02-25;2025-02-26;42;2;Franck Lefebvre
TIC-003171;CLI-00997;CTC-001442;Formulaire web;Retour;normale;2026-07-07;2026-07-10;93;4;Jérôme Blanc
TIC-003172;CLI-00321;CTC-006273;Agence;Facturation;haute;2025-05-08;2025-05-10;66;3;Camille Bertrand
TIC-003173;CLI-02117;;Formulaire web;Produit défectueux;normale;2025-05-25;2025-05-25;15;5;Maxime Muller
TIC-003174;CLI-00612;;Courriel;Produit défectueux;normale;2024-05-07;2024-05-08;32;2;Jérôme Blanc
TIC-003175;CLI-00500;CTC-002129;Courriel;Retour;basse;2024-03-06;2024-03-07;25;5;Franck Lefebvre
TIC-003176;CLI-02072;CTC-004010;Formulaire web;Produit défectueux;normale;2025-07-18;2025-07-20;52;5;Léa Durand
TIC-003177;CLI-02417;CTC-005231;Formulaire web;Réclamation;normale;2024-07-17;2024-07-19;59;2;Catherine Chevalier
TIC-003178;CLI-00692;CTC-007368;Courriel;Retour;basse;2026-03-20;;;;Camille Bertrand
TIC-003179;CLI-01428;;Formulaire web;Réclamation;normale;2025-06-22;;;;Vincent Richard
TIC-003180;CLI-01235;;Agence;Demande d’information;basse;2024-03-19;2024-03-20;28;5;Thomas Morel
TIC-003181;CLI-02270;CTC-000037;Agence;Réclamation;basse;2026-02-17;2026-02-18;46;3;Pauline Durand
TIC-003182;CLI-02401;CTC-004829;Téléphone;Demande d’information;normale;2024-09-20;2024-09-22;48;2;Maxime Muller
TIC-003183;CLI-00283;;Téléphone;Retour;normale;2024-03-23;2024-03-25;64;5;Catherine Dumont
TIC-003184;CLI-02261;CTC-004054;Téléphone;Facturation;haute;2023-09-30;2023-10-02;70;5;Manon Michel
TIC-003185;CLI-01117;CTC-006929;Agence;Demande d’information;basse;2025-08-30;;;;Julie Dubois
TIC-003186;CLI-00827;CTC-000001;Téléphone;Facturation;haute;2025-07-17;2025-07-17;15;3;Fanny Clément
TIC-003187;CLI-00191;CTC-001085;Courriel;Livraison;normale;2024-04-11;2024-04-13;66;5;Alexandre Chevalier
TIC-003188;CLI-01998;CTC-003751;Formulaire web;Demande d’information;basse;2023-11-02;2023-11-02;1;2;Alexandre Chevalier
TIC-003189;CLI-02429;;Formulaire web;Retour;normale;2025-10-05;2025-10-08;92;3;Pauline Durand
TIC-003190;CLI-00494;CTC-002616;Téléphone;Demande d’information;basse;2024-08-16;2024-08-17;40;5;Pauline Durand
TIC-003191;CLI-00714;;Formulaire web;Retour;basse;2026-08-25;2026-08-25;7;4;Sébastien Mercier
TIC-003192;CLI-01934;;Courriel;Produit défectueux;basse;2026-03-16;2026-03-16;1;4;Catherine Dumont
TIC-003193;CLI-01926;;Téléphone;Demande d’information;normale;2024-01-02;2024-01-03;39;5;Camille Bertrand
TIC-003194;CLI-00858;CTC-003207;Formulaire web;Retour;basse;2026-02-14;2026-02-14;4;3;Camille Bertrand
TIC-003195;CLI-00410;;Formulaire web;Produit défectueux;normale;2025-12-21;2025-12-21;23;3;Jérôme Blanc
TIC-003196;CLI-00643;;Formulaire web;Livraison;critique;2025-03-23;2025-03-24;37;5;Virginie Henry
TIC-003197;CLI-01633;CTC-007218;Courriel;Livraison;basse;2024-03-01;2024-03-04;77;3;Thomas Morel
TIC-003198;CLI-01449;CTC-003310;Agence;Réclamation;normale;2025-10-02;2025-10-03;38;4;Alain Morel
TIC-003199;CLI-00951;CTC-007340;Formulaire web;Réclamation;normale;2024-05-29;2024-06-01;74;4;Pauline Durand
TIC-003200;CLI-02194;;Formulaire web;Réclamation;basse;2024-01-15;2024-01-15;1;4;Léa Durand
TIC-003201;CLI-02339;CTC-005508;Formulaire web;Facturation;critique;2025-08-20;2025-08-20;1;5;Maxime Muller
TIC-003202;CLI-00002;CTC-002794;Agence;Facturation;normale;2025-04-30;2025-04-30;8;1;Manon Michel
TIC-003203;CLI-01066;CTC-003998;Agence;Demande d’information;normale;2025-07-10;2025-07-10;11;5;Manon Michel
TIC-003204;CLI-00307;;Téléphone;Retour;haute;2025-10-20;2025-10-20;1;4;Jérôme Blanc
TIC-003205;CLI-02402;CTC-004303;Téléphone;Facturation;haute;2025-07-29;2025-07-29;1;3;Manon Michel
TIC-003206;CLI-00592;CTC-007969;Formulaire web;Produit défectueux;basse;2023-12-03;2023-12-03;4;4;Nathalie Michel
TIC-003207;CLI-02152;;Formulaire web;Facturation;normale;2025-06-30;2025-06-30;1;5;Alexandre Chevalier
TIC-003208;CLI-02118;CTC-000183;Formulaire web;Produit défectueux;critique;2026-02-11;2026-02-11;1;5;Virginie Henry
TIC-003209;CLI-00005;;Téléphone;Facturation;basse;2025-05-28;;;;Manon Michel
TIC-003210;CLI-01857;;Agence;Retour;haute;2025-08-08;2025-08-08;1;2;Maxime Muller
TIC-003211;CLI-00606;CTC-004216;Formulaire web;Réclamation;normale;2025-01-24;2025-01-24;1;4;Catherine Chevalier
TIC-003212;CLI-01714;;Agence;Facturation;basse;2024-12-08;2024-12-09;34;1;Catherine Dumont
TIC-003213;CLI-02350;CTC-006633;Téléphone;Demande d’information;normale;2025-04-11;2025-04-11;9;3;Thomas Morel
TIC-003214;CLI-01879;CTC-002664;Formulaire web;Livraison;haute;2024-06-28;2024-06-28;1;3;Julie Dubois
TIC-003215;CLI-01245;CTC-000606;Formulaire web;Réclamation;basse;2024-06-09;2024-06-10;25;2;Pauline Durand
TIC-003216;CLI-00569;;Courriel;Demande d’information;normale;2026-05-10;2026-05-13;85;4;Thomas Morel
TIC-003217;CLI-00127;CTC-006528;Téléphone;Réclamation;haute;2024-01-11;2024-01-11;18;2;Maxime Muller
TIC-003218;CLI-01760;CTC-004629;Courriel;Retour;basse;2024-08-31;2024-09-03;87;5;Thomas Morel
TIC-003219;CLI-01870;CTC-003068;Téléphone;Demande d’information;basse;2024-09-27;2024-09-28;37;4;Virginie Henry
TIC-003220;CLI-00182;CTC-002750;Agence;Livraison;critique;2025-12-01;2025-12-01;17;3;Maxime Muller
TIC-003221;CLI-02376;;Formulaire web;Livraison;haute;2024-04-30;2024-05-01;32;5;Maxime Muller
TIC-003222;CLI-01151;;Téléphone;Réclamation;critique;2025-01-11;2025-01-12;45;3;Alexandre Chevalier
TIC-003223;CLI-01786;CTC-003337;Téléphone;Facturation;normale;2024-11-03;2024-11-05;57;5;Virginie Henry
TIC-003224;CLI-01692;CTC-006992;Courriel;Produit défectueux;normale;2025-04-26;2025-04-27;40;5;Alexandre Chevalier
TIC-003225;CLI-00615;CTC-007954;Formulaire web;Facturation;normale;2025-08-15;2025-08-16;36;4;Catherine Chevalier
TIC-003226;CLI-01994;CTC-001021;Téléphone;Produit défectueux;normale;2024-06-20;2024-06-21;43;5;Franck Lefebvre
TIC-003227;CLI-00379;CTC-006406;Téléphone;Livraison;normale;2025-07-24;2025-07-26;63;4;Manon Michel
TIC-003228;CLI-02096;CTC-002296;Téléphone;Retour;normale;2025-11-16;2025-11-18;48;2;Catherine Chevalier
TIC-003229;CLI-01227;CTC-001464;Courriel;Produit défectueux;basse;2024-11-01;2024-11-02;27;4;Fanny Clément
TIC-003230;CLI-01173;CTC-003252;Téléphone;Demande d’information;haute;2026-06-26;2026-06-26;20;5;Camille Bertrand
TIC-003231;CLI-01743;CTC-000782;Téléphone;Produit défectueux;normale;2026-02-15;2026-02-17;69;5;Manon Michel
TIC-003232;CLI-00834;CTC-002329;Courriel;Livraison;haute;2026-08-16;2026-08-17;39;3;Fanny Clément
TIC-003233;CLI-00299;CTC-007734;Téléphone;Demande d’information;critique;2025-04-08;2025-04-08;1;4;Thomas Morel
TIC-003234;CLI-01052;CTC-005729;Courriel;Réclamation;haute;2023-10-02;2023-10-06;96;1;Alexandre Chevalier
TIC-003235;CLI-00513;CTC-000736;Téléphone;Retour;haute;2025-10-20;2025-10-22;55;5;Alain Morel
TIC-003236;CLI-00180;;Téléphone;Retour;normale;2023-12-18;2023-12-19;36;4;Jérôme Blanc
TIC-003237;CLI-00293;CTC-004144;Formulaire web;Facturation;basse;2025-12-07;2025-12-09;48;3;Catherine Chevalier
TIC-003238;CLI-01432;CTC-002313;Agence;Livraison;normale;2024-02-25;2024-02-26;27;4;Vincent Richard
TIC-003239;CLI-00803;;Formulaire web;Réclamation;normale;2024-06-13;;;;Julie Dubois
TIC-003240;CLI-00998;CTC-000839;Courriel;Retour;P1;2024-01-06;;;;Maxime Muller
TIC-003241;CLI-00104;CTC-001514;Formulaire web;Demande d’information;haute;2025-03-14;2025-03-16;52;4;Alexandre Chevalier
TIC-003242;CLI-00950;CTC-006411;Agence;Retour;normale;2023-11-02;2023-11-05;79;4;Thomas Morel
TIC-003243;CLI-01405;CTC-000971;Agence;Facturation;normale;2023-11-07;;;;Maxime Muller
TIC-003244;CLI-00139;CTC-004566;Téléphone;Réclamation;basse;2025-11-19;2025-11-20;37;5;Manon Michel
TIC-003245;CLI-00783;CTC-004425;Téléphone;Demande d’information;basse;2024-01-16;2024-01-17;28;5;Nathalie Michel
TIC-003246;CLI-02241;CTC-007796;Courriel;Réclamation;haute;2025-02-16;2025-02-18;50;3;Alexandre Chevalier
TIC-003247;CLI-01719;;Téléphone;Facturation;basse;2026-09-02;2026-09-04;56;3;Nathalie Michel
TIC-003248;CLI-00826;CTC-005698;Formulaire web;Facturation;normale;2024-09-12;2024-09-15;80;2;Manon Michel
TIC-003249;CLI-01477;;Téléphone;Livraison;basse;2025-11-04;2025-11-04;21;2;Fanny Clément
TIC-003250;CLI-00378;;Téléphone;Réclamation;basse;2024-02-17;2024-02-17;1;4;Franck Lefebvre
TIC-003251;CLI-00653;CTC-001279;Agence;Livraison;basse;2025-11-06;2025-11-08;53;5;Sébastien Mercier
TIC-003252;CLI-00852;CTC-005767;Agence;Retour;haute;2025-02-03;2025-02-04;43;5;Manon Michel
TIC-003253;CLI-00181;CTC-007555;Courriel;Demande d’information;haute;2023-10-30;2023-11-01;63;5;Maxime Muller
TIC-003254;CLI-01643;;Formulaire web;Retour;normale;2025-06-26;2025-06-26;16;5;Catherine Chevalier
TIC-003255;CLI-01270;CTC-000656;Téléphone;Produit défectueux;critique;2025-08-11;2025-08-11;1;4;Sébastien Mercier
TIC-003256;CLI-01701;CTC-005750;Courriel;Produit défectueux;basse;2024-07-15;2024-07-16;31;4;Alexandre Chevalier
TIC-003257;CLI-00338;;Courriel;Produit défectueux;basse;2025-02-26;;;;Julie Dubois
TIC-003258;CLI-01327;CTC-002768;Courriel;Produit défectueux;normale;2026-04-26;2026-04-27;32;3;Alexandre Chevalier
TIC-003259;CLI-00221;CTC-007161;Courriel;Facturation;basse;2023-10-28;2023-10-31;85;5;Franck Lefebvre
TIC-003260;CLI-02284;;Téléphone;Réclamation;critique;2024-04-29;;;;Catherine Chevalier
TIC-003261;CLI-01558;CTC-005586;Agence;Produit défectueux;haute;2024-05-28;2024-05-30;53;4;Pauline Durand
TIC-003262;CLI-02115;CTC-006035;Téléphone;Livraison;normale;2025-07-11;2025-07-12;43;2;Camille Bertrand
TIC-003263;CLI-00865;CTC-005416;Courriel;Réclamation;normale;2025-03-29;2025-03-29;1;4;Léa Durand
TIC-003264;CLI-00684;CTC-007450;Courriel;Demande d’information;basse;2024-09-23;2024-09-24;26;1;Franck Lefebvre
TIC-003265;CLI-00715;CTC-002763;Formulaire web;Facturation;normale;2024-04-25;2024-04-25;22;4;Maxime Muller
TIC-003266;CLI-00347;;Téléphone;Facturation;normale;2026-03-15;2026-03-19;107;1;Manon Michel
TIC-003267;CLI-01862;;Formulaire web;Livraison;basse;2024-03-26;2024-03-29;79;3;Manon Michel
TIC-003268;CLI-01848;CTC-000219;Agence;Livraison;normale;2024-10-02;2024-10-02;17;2;Alain Morel
TIC-003269;CLI-01020;CTC-004123;Courriel;Réclamation;normale;2025-02-10;2025-02-13;84;2;Catherine Dumont
TIC-003270;CLI-00657;CTC-001295;Courriel;Facturation;normale;2026-02-25;2026-02-26;28;4;Fanny Clément
TIC-003271;CLI-02242;;Téléphone;Réclamation;normale;2023-12-04;2023-12-05;37;4;Julie Dubois
TIC-003272;CLI-02323;CTC-001136;Agence;Retour;critique;2026-04-25;2026-04-25;1;5;Camille Bertrand
TIC-003273;CLI-01419;CTC-005927;Courriel;Retour;normale;2024-03-20;2024-03-20;8;1;Fanny Clément
TIC-003274;CLI-00718;;Formulaire web;Réclamation;normale;2024-09-21;2024-09-21;22;3;Jérôme Blanc
TIC-003275;CLI-01352;CTC-004552;Téléphone;Livraison;haute;2023-11-29;2023-11-29;13;4;Manon Michel
TIC-003276;CLI-01483;CTC-006983;Agence;Livraison;basse;2024-03-20;2024-03-21;25;3;Alain Morel
TIC-003277;CLI-01701;CTC-000648;Courriel;Demande d’information;normale;2025-07-25;2025-07-25;3;4;Pauline Durand
TIC-003278;CLI-00647;CTC-000667;Téléphone;Produit défectueux;normale;2024-03-02;2024-03-03;34;5;Fanny Clément
TIC-003279;CLI-01155;CTC-001293;Agence;Demande d’information;haute;2025-10-02;2025-10-03;32;4;Nathalie Michel
TIC-003280;CLI-00709;;Téléphone;Livraison;haute;2025-08-06;2025-08-08;54;5;Virginie Henry
TIC-003281;CLI-00970;CTC-001941;Agence;Facturation;haute;2024-07-31;2024-08-01;35;1;Alain Morel
TIC-003282;CLI-00440;CTC-003614;Formulaire web;Produit défectueux;haute;2025-03-10;2025-03-10;1;4;Catherine Dumont
TIC-003283;CLI-00857;CTC-006113;Téléphone;Facturation;haute;2025-06-26;2025-06-28;66;3;Fanny Clément
TIC-003284;CLI-00296;CTC-002034;Téléphone;Livraison;basse;2024-06-10;;;;Nathalie Michel
TIC-003285;CLI-00737;;Formulaire web;Retour;normale;2023-11-02;;;;Alexandre Chevalier
TIC-003286;CLI-01753;CTC-004957;Téléphone;Facturation;normale;2026-02-08;;;;Alexandre Chevalier
TIC-003287;CLI-02123;CTC-003089;Téléphone;Demande d’information;haute;2025-10-06;2025-10-06;12;3;Virginie Henry
TIC-003288;CLI-00490;CTC-001557;Formulaire web;Retour;normale;2026-08-19;2026-08-19;4;4;Pauline Durand
TIC-003289;CLI-01000;CTC-006584;Formulaire web;Retour;basse;2023-12-03;2023-12-04;34;5;Fanny Clément
TIC-003290;CLI-00702;CTC-004532;Téléphone;Réclamation;normale;2025-09-08;2025-09-08;22;1;Vincent Richard
TIC-003291;CLI-02230;CTC-002112;Formulaire web;Demande d’information;normale;2026-03-25;2026-03-26;31;3;Alain Morel
TIC-003292;CLI-02283;;Téléphone;Demande d’information;haute;2024-10-23;2024-10-23;1;5;Sébastien Mercier
TIC-003293;CLI-01673;;Formulaire web;Produit défectueux;critique;2024-11-20;2024-11-21;25;5;Nathalie Michel
TIC-003294;CLI-01768;;Formulaire web;Facturation;haute;2025-01-26;2025-01-26;1;3;Maxime Muller
TIC-003295;CLI-02491;CTC-001728;Téléphone;Demande d’information;normale;2026-04-24;2026-04-24;1;3;Alexandre Chevalier
TIC-003296;CLI-00702;CTC-002052;Courriel;Retour;normale;2026-01-19;2026-01-21;48;4;Vincent Richard
TIC-003297;CLI-01119;CTC-000884;Agence;Réclamation;normale;2025-11-25;2025-11-25;1;5;Fanny Clément
TIC-003298;CLI-00414;;Téléphone;Livraison;normale;2024-04-29;2024-04-29;18;5;Franck Lefebvre
TIC-003299;CLI-02479;;Téléphone;Retour;normale;2026-01-07;2026-01-09;57;3;Manon Michel
TIC-003300;CLI-01643;;Courriel;Réclamation;normale;2026-06-07;2026-06-08;33;5;Pauline Durand
TIC-003301;CLI-01658;CTC-001363;Formulaire web;Livraison;normale;2024-03-13;2024-03-14;30;5;Virginie Henry
TIC-003302;CLI-02075;CTC-003769;Courriel;Retour;basse;2023-10-21;2023-10-22;40;1;Pauline Durand
TIC-003303;CLI-00835;CTC-002851;Agence;Réclamation;haute;2024-12-27;2024-12-29;61;3;Manon Michel
TIC-003304;CLI-00869;;Téléphone;Livraison;normale;2025-03-24;2025-03-25;36;5;Fanny Clément
TIC-003305;CLI-00247;CTC-006032;Agence;Réclamation;normale;2023-10-12;2023-10-12;19;5;Julie Dubois
TIC-003306;CLI-01087;CTC-006534;Formulaire web;Retour;basse;2024-10-26;2024-10-27;42;4;Catherine Dumont
TIC-003307;CLI-01202;CTC-001974;Formulaire web;Demande d’information;normale;2025-01-19;2025-01-22;79;2;Léa Durand
TIC-003308;CLI-01259;CTC-005959;Courriel;Retour;basse;2023-10-24;;;;Franck Lefebvre
TIC-003309;CLI-00097;CTC-002558;Formulaire web;Demande d’information;haute;2025-12-19;2025-12-19;19;4;Manon Michel
TIC-003310;CLI-02181;CTC-002059;Formulaire web;Réclamation;haute;2026-03-01;;;;Maxime Muller
TIC-003311;CLI-01251;CTC-005911;Formulaire web;Réclamation;normale;2026-01-29;2026-01-30;34;2;Fanny Clément
TIC-003312;CLI-01371;CTC-002556;Téléphone;Réclamation;normale;2025-02-15;2025-02-18;79;4;Manon Michel
TIC-003313;CLI-01261;;Courriel;Retour;normale;2024-06-04;2024-06-05;31;5;Catherine Dumont
TIC-003314;CLI-00865;CTC-005416;Agence;Livraison;haute;2025-04-29;2025-04-29;11;1;Pauline Durand
TIC-003315;CLI-01759;;Courriel;Demande d’information;haute;2024-06-24;2024-06-25;40;2;Vincent Richard
TIC-003316;CLI-00839;CTC-007508;Téléphone;Réclamation;normale;2024-07-16;2024-07-17;24;4;Alain Morel
TIC-003317;CLI-01833;CTC-002141;Formulaire web;Facturation;critique;2026-06-23;2026-06-24;27;2;Catherine Dumont
TIC-003318;CLI-01246;;Téléphone;Demande d’information;haute;2025-07-23;2025-07-24;42;4;Alain Morel
TIC-003319;CLI-00631;;Téléphone;Réclamation;basse;2024-11-02;2024-11-02;1;5;Julie Dubois
TIC-003320;CLI-01983;;Courriel;Produit défectueux;critique;2024-10-30;2024-10-30;1;2;Nathalie Michel
TIC-003321;CLI-01448;CTC-000105;Formulaire web;Réclamation;basse;2023-10-03;2023-10-03;21;4;Maxime Muller
TIC-003322;CLI-01685;CTC-001737;Formulaire web;Produit défectueux;normale;2026-08-14;2026-08-14;7;1;Alexandre Chevalier
TIC-003323;CLI-00641;;Agence;Retour;haute;2025-02-28;2025-02-28;2;5;Jérôme Blanc
TIC-003324;CLI-01327;CTC-006723;Agence;Retour;basse;2025-02-25;2025-02-28;76;5;Pauline Durand
TIC-003325;CLI-00908;CTC-002850;Téléphone;Livraison;normale;2026-04-02;2026-04-04;50;5;Catherine Chevalier
TIC-003326;CLI-01105;CTC-007221;Agence;Produit défectueux;basse;2025-01-24;;;;Thomas Morel
TIC-003327;CLI-00353;CTC-005235;Courriel;Facturation;normale;2026-03-13;2026-03-13;1;4;Manon Michel
TIC-003328;CLI-00609;CTC-001806;Téléphone;Réclamation;haute;2024-09-14;2024-09-14;17;3;Léa Durand
TIC-003329;CLI-02360;CTC-007871;Courriel;Retour;haute;2024-06-08;;;;Léa Durand
TIC-003330;CLI-01488;CTC-002528;Formulaire web;Demande d’information;normale;2025-05-21;2025-05-24;88;4;Fanny Clément
TIC-003331;CLI-00875;CTC-004677;Formulaire web;Demande d’information;normale;2025-11-02;2025-11-03;36;3;Catherine Dumont
TIC-003332;CLI-01957;CTC-000390;Courriel;Livraison;normale;2026-04-21;2026-04-22;24;5;Alain Morel
TIC-003333;CLI-01188;CTC-000616;Agence;Retour;normale;2026-04-15;2026-04-15;12;5;Vincent Richard
TIC-003334;CLI-00400;CTC-002537;Courriel;Produit défectueux;critique;2025-08-14;2025-08-15;32;5;Fanny Clément
TIC-003335;CLI-01753;CTC-004957;Agence;Facturation;normale;2026-07-19;;;;Pauline Durand
TIC-003336;CLI-01980;;Courriel;Demande d’information;basse;2025-01-02;2025-01-03;33;3;Alain Morel
TIC-003337;CLI-01785;;Formulaire web;Retour;normale;2024-05-30;2024-05-30;1;4;Jérôme Blanc
TIC-003338;CLI-01483;CTC-000555;Courriel;Facturation;critique;2024-05-12;;;;Sébastien Mercier
TIC-003339;CLI-01630;;Courriel;Facturation;normale;2024-09-12;2024-09-14;51;3;Julie Dubois
TIC-003340;CLI-01833;CTC-002141;Agence;Facturation;normale;2024-05-25;2024-05-25;7;5;Vincent Richard
TIC-003341;CLI-01900;CTC-001946;Téléphone;Demande d’information;haute;2024-06-06;2024-06-08;51;4;Sébastien Mercier
TIC-003342;CLI-00809;CTC-001286;Formulaire web;Facturation;normale;2024-10-16;;;;Vincent Richard
TIC-003343;CLI-00259;CTC-005751;Téléphone;Produit défectueux;normale;2024-10-20;2024-10-23;81;3;Nathalie Michel
TIC-003344;CLI-00880;CTC-004021;Agence;Demande d’information;normale;2024-06-29;2024-07-01;51;5;Alexandre Chevalier
TIC-003345;CLI-00525;CTC-000230;Téléphone;Livraison;haute;2025-03-01;2025-03-03;62;5;Fanny Clément
TIC-003346;CLI-02269;CTC-002602;Téléphone;Demande d’information;normale;2025-11-10;2025-11-10;14;5;Vincent Richard
TIC-003347;CLI-02148;CTC-002203;Courriel;Retour;normale;2025-10-17;2025-10-19;53;2;Jérôme Blanc
TIC-003348;CLI-02215;CTC-003038;Formulaire web;Retour;normale;2025-01-01;2025-01-03;49;4;Maxime Muller
TIC-003349;CLI-01458;CTC-005128;Agence;Facturation;basse;2024-07-12;2024-07-13;29;4;Franck Lefebvre
TIC-003350;CLI-02295;CTC-002729;Agence;Facturation;normale;2025-11-30;;;;Catherine Dumont
TIC-003351;CLI-01943;CTC-003195;Formulaire web;Réclamation;basse;2026-05-02;;;;Nathalie Michel
TIC-003352;CLI-02290;CTC-002094;Agence;Réclamation;basse;2024-01-24;2024-01-25;38;2;Manon Michel
TIC-003353;CLI-01962;;Formulaire web;Produit défectueux;haute;2023-12-06;2023-12-08;48;2;Maxime Muller
TIC-003354;CLI-00336;CTC-005912;Formulaire web;Facturation;normale;2025-04-29;2025-04-30;45;3;Vincent Richard
TIC-003355;CLI-01117;CTC-005062;Courriel;Demande d’information;normale;2024-09-06;2024-09-06;1;5;Camille Bertrand
TIC-003356;CLI-00192;;Agence;Facturation;haute;2024-06-13;2024-06-13;13;3;Catherine Chevalier
TIC-003357;CLI-01014;;Agence;Demande d’information;normale;2025-07-05;2025-07-05;1;1;Maxime Muller
TIC-003358;CLI-00991;;Agence;Produit défectueux;basse;2026-04-13;;;;Jérôme Blanc
TIC-003359;CLI-01200;;Agence;Livraison;critique;2023-10-11;2023-10-13;48;4;Alain Morel
TIC-003360;CLI-00849;CTC-004239;Téléphone;Réclamation;normale;2024-02-23;2024-02-23;20;3;Nathalie Michel
TIC-003361;CLI-00364;CTC-001266;Téléphone;Réclamation;haute;2024-01-13;;;;Camille Bertrand
TIC-003362;CLI-01229;CTC-002624;Courriel;Réclamation;normale;2024-03-18;;;;Catherine Chevalier
TIC-003363;CLI-01856;;Formulaire web;Produit défectueux;normale;2026-02-23;2026-02-23;1;3;Virginie Henry
TIC-003364;CLI-00623;;Formulaire web;Demande d’information;normale;2025-01-28;2025-02-01;115;3;Jérôme Blanc
TIC-003365;CLI-00208;CTC-005858;Courriel;Livraison;normale;2026-08-03;2026-08-05;48;4;Catherine Chevalier
TIC-003366;CLI-01091;;Courriel;Livraison;haute;2026-04-14;2026-04-14;11;3;Alain Morel
TIC-003367;CLI-00542;CTC-004368;Agence;Produit défectueux;normale;2024-08-17;2024-08-18;28;4;Pauline Durand
TIC-003368;CLI-00758;;Téléphone;Réclamation;basse;2024-07-27;2024-07-28;32;5;Jérôme Blanc
TIC-003369;CLI-00998;CTC-000179;Téléphone;Livraison;critique;2024-05-11;2024-05-14;72;5;Franck Lefebvre
TIC-003370;CLI-01819;CTC-005126;Téléphone;Retour;normale;2026-03-09;2026-03-11;52;10;Sébastien Mercier
TIC-003371;CLI-01530;;Agence;Facturation;basse;2024-04-24;2024-04-27;74;4;Fanny Clément
TIC-003372;CLI-01442;CTC-007286;Agence;Facturation;normale;2026-02-14;2026-02-15;30;2;Maxime Muller
TIC-003373;CLI-01159;CTC-004384;Téléphone;Retour;normale;2024-12-20;2024-12-23;90;3;Catherine Dumont
TIC-003374;CLI-00552;;Formulaire web;Produit défectueux;critique;2025-09-18;2025-09-18;1;4;Franck Lefebvre
TIC-003375;CLI-02463;;Téléphone;Produit défectueux;normale;2025-01-11;2025-01-11;1;4;Pauline Durand
TIC-003376;CLI-00785;;Formulaire web;Produit défectueux;normale;2024-10-12;2024-10-12;11;5;Nathalie Michel
TIC-003377;CLI-02205;CTC-000313;Formulaire web;Facturation;haute;2024-11-30;2024-12-03;76;5;Camille Bertrand
TIC-003378;CLI-00657;CTC-001295;Formulaire web;Produit défectueux;normale;2024-12-29;2025-01-02;109;5;Thomas Morel
TIC-003379;CLI-00881;;Formulaire web;Facturation;normale;2023-10-23;2023-10-24;26;5;Maxime Muller
TIC-003380;CLI-02406;CTC-001211;Téléphone;Retour;haute;2025-12-02;2025-12-05;72;3;Virginie Henry
TIC-003381;CLI-01224;CTC-001547;Agence;Facturation;basse;2025-07-17;2025-07-19;60;5;Camille Bertrand
TIC-003382;CLI-02390;CTC-003070;Téléphone;Retour;normale;2026-07-09;2026-07-09;10;5;Pauline Durand
TIC-003383;CLI-00359;CTC-002928;Formulaire web;Demande d’information;normale;2025-09-27;;;;Thomas Morel
TIC-003384;CLI-01244;CTC-006815;Courriel;Facturation;haute;2025-09-23;2025-09-26;76;5;Jérôme Blanc
TIC-003385;CLI-02334;CTC-006392;Agence;Facturation;normale;2024-02-14;2024-02-14;1;4;Manon Michel
