id_ligne;id_commande;id_produit;libelle_produit;quantite;prix_unitaire;remise_pct;montant_ligne
LIG-0028352;CMD-011414;PRD-0065;Écriture compact;12;9.13;10;98.6
LIG-0028353;CMD-011414;PRD-0002;Rangement professionnel;4;224.1;0;896.4
LIG-0028354;CMD-011414;PRD-0001;Rangement grand format;1;603.89;0;603.89
LIG-0028355;CMD-011415;PRD-0166;Main renforcé;1;243.67;0;243.67
LIG-0028356;CMD-011415;PRD-0003;Mesure standard;1;522.66;0;522.66
LIG-0028357;CMD-011415;PRD-0074;Siège renforcé;5;152.11;0;760.55
LIG-0028358;CMD-011416;PRD-0107;Consommable grand format;6;1385.27;0;8311.62
LIG-0028359;CMD-011417;PRD-0016;Consommable recyclé;18;654.03;20;9418.03
LIG-0028360;CMD-011417;PRD-0072;Film recyclé;14;36.87;0;516.18
LIG-0028361;CMD-011418;PRD-0161;Siège recyclé;17;216.91;15;3134.35
LIG-0028362;CMD-011419;PRD-0102;Bureau standard;1;340.64;0;340.64
LIG-0028363;CMD-011419;PRD-0126;Carton économique;1;37.56;0;46.73
LIG-0028364;CMD-011419;PRD-0115;Siège grand format;1;121.28;5;115.22
LIG-0028365;CMD-011420;PRD-0068;Carton économique;5;4.47;0;22.35
LIG-0028366;CMD-011421;PRD-0061;Nettoyage grand format;8;92.93;0;743.44
LIG-0028367;CMD-011421;PRD-0040;Film standard;9;24.86;0;223.74
LIG-0028368;CMD-011421;PRD-0103;Bureau grand format;1;905.69;5;860.41
LIG-0028369;CMD-011422;PRD-0110;Mesure renforcé;1;142.33;0;142.33
LIG-0028370;CMD-011423;PRD-0075;Classement renforcé;3;5.19;0;15.57
LIG-0028371;CMD-011424;PRD-0156;Consommable premium;1;1310.31;0;1310.31
LIG-0028372;CMD-011424;PRD-0047;Papier recyclé;5;18.64;20;74.56
LIG-0028373;CMD-011424;PRD-0090;Écriture renforcé;1;25.08;10;22.57
LIG-0028374;CMD-011425;PRD-0098;Classement renforcé;1;7.78;0;7.78
LIG-0028375;CMD-011425;PRD-0054;Main renforcé;1;260.86;20;208.69
LIG-0028376;CMD-011426;PRD-0008;Rangement premium;9;461.47;0;4153.23
LIG-0028377;CMD-011426;PRD-0104;Protection renforcé;12;7.67;0;92.04
LIG-0028378;CMD-011427;PRD-0046;Consommable grand format;6;1058.85;0;6353.1
LIG-0028379;CMD-011427;PRD-0123;Classement professionnel;15;8.95;20;107.4
LIG-0028380;CMD-011427;PRD-0129;Film économique;17;32.32;15;467.02
LIG-0028381;CMD-011427;PRD-0119;Mesure recyclé;6;358.78;0;2152.68
LIG-0028382;CMD-011427;PRD-0020;Périphérique recyclé;11;0;15;0
LIG-0028383;CMD-011428;PRD-0010;Main renforcé;17;222.39;5;3591.6
LIG-0028384;CMD-011428;PRD-0056;Électroportatif standard;1;117.95;0;117.95
LIG-0028385;CMD-011429;PRD-0098;Classement renforcé;17;7.78;0;132.26
LIG-0028386;CMD-011429;PRD-0077;Électroportatif premium;11;147.99;0;1627.89
LIG-0028387;CMD-011429;PRD-0174;Classement grand format;1;14.31;0;14.31
LIG-0028388;CMD-011429;PRD-0060;Réseau recyclé;6;415.19;0;2491.14
LIG-0028389;CMD-011429;PRD-0166;Main renforcé;1;243.67;0;243.67
LIG-0028390;CMD-011429;PRD-0162;Mesure compact;1;425.65;0;425.65
LIG-0028391;CMD-011430;PRD-0128;Électroportatif économique;1;185.02;0;185.02
LIG-0028392;CMD-011431;PRD-0034;Classement compact;25;19.92;0;498
LIG-0028393;CMD-011431;PRD-0153;Papier grand format;6;5.11;0;30.66
LIG-0028394;CMD-011432;PRD-0115;Siège grand format;9;121.28;0;1091.52
LIG-0028395;CMD-011433;PRD-0171;Main compact;1;204.21;0;204.21
LIG-0028396;CMD-011434;PRD-0105;Carton économique;1;42.64;0;42.64
LIG-0028397;CMD-011434;PRD-0085;Protection économique;10;86.66;0;866.6
LIG-0028398;CMD-011435;PRD-0100;Périphérique compact;1;768.68;0;768.68
LIG-0028399;CMD-011435;PRD-0059;Écriture renforcé;3;23.3;10;62.91
LIG-0028400;CMD-011435;PRD-0075;Classement renforcé;4;5.19;0;20.76
LIG-0028401;CMD-011435;PRD-0028;Écriture économique;5;25.16;0;125.8
LIG-0028402;CMD-011435;PRD-0092;Nettoyage standard;1;66.06;20;52.85
LIG-0028403;CMD-011436;PRD-0114;Mesure recyclé;11;141.07;0;1551.77
LIG-0028404;CMD-011437;PRD-0093;Film premium;9;33.18;0;298.62
LIG-0028405;CMD-011437;PRD-0109;Hygiène professionnel;1;34.75;5;33.01
LIG-0028406;CMD-011437;PRD-0148;Écriture compact;17;5.55;20;75.48
LIG-0028407;CMD-011437;PRD-0174;Classement grand format;3;14.31;5;40.78
LIG-0028408;CMD-011438;PRD-0055;Électroportatif recyclé;1;176.8;10;159.12
LIG-0028409;CMD-011438;PRD-0038;Film renforcé;1;28.5;0;28.5
LIG-0028410;CMD-011439;PRD-0111;Classement standard;8;21.78;0;174.24
LIG-0028411;CMD-011439;PRD-0126;Carton économique;10;37.56;0;375.6
LIG-0028412;CMD-011440;PRD-0036;Rangement grand format;5;419.56;0;2412.62
LIG-0028413;CMD-011440;PRD-0088;Hygiène professionnel;1;97.96;0;97.96
LIG-0028414;CMD-011441;PRD-0073;Périphérique professionnel;1;1490.22;0;1490.22
LIG-0028415;CMD-011441;PRD-0030;Réseau renforcé;1;436.15;20;348.92
LIG-0028416;CMD-011441;PRD-0004;Consommable économique;21;869.98;15;15529.14
LIG-0028417;CMD-011441;PRD-0093;Film premium;21;33.18;0;696.78
LIG-0028418;CMD-011442;PRD-0123;Classement professionnel;2;8.95;0;17.9
LIG-0028419;CMD-011442;PRD-0120;Hygiène standard;11;8.56;0;94.16
LIG-0028420;CMD-011442;PRD-0052;Réseau premium;1;284.48;20;227.58
LIG-0028421;CMD-011442;PRD-0111;Classement standard;3;21.78;0;65.34
LIG-0028422;CMD-011442;PRD-0009;Réseau compact;7;483.76;10;3047.69
LIG-0028423;CMD-011443;PRD-0110;Mesure renforcé;1;142.33;0;142.33
LIG-0028424;CMD-011443;PRD-0062;Bureau recyclé;1;562.7;5;534.57
LIG-0028425;CMD-011444;PRD-0156;Consommable premium;1;1310.31;0;1310.31
LIG-0028426;CMD-011444;PRD-0064;Classement économique;8;17.73;0;141.84
LIG-0028427;CMD-011444;PRD-0161;Siège recyclé;1;216.91;0;216.91
LIG-0028428;CMD-011444;PRD-0133;Carton standard;1;16.73;0;16.73
LIG-0028429;CMD-011444;PRD-0117;Hygiène professionnel;12;89.98;0;1079.76
LIG-0028430;CMD-011444;PRD-0145;Siège professionnel;9;221.36;0;1992.24
LIG-0028431;CMD-011445;PRD-0158;Bureau renforcé;4;449.01;0;1796.04
LIG-0028432;CMD-011445;PRD-0135;Protection recyclé;8;79.53;5;604.43
LIG-0028433;CMD-011446;PRD-0080;Main économique;12;533.87;0;6406.44
LIG-0028434;CMD-011447;PRD-0094;Protection grand format;1;34.3;0;34.3
LIG-0028435;CMD-011448;PRD-0070;Mesure standard;21;348.54;0;7319.34
LIG-0028436;CMD-011449;PRD-0086;Film économique;1;12.18;0;12.18
LIG-0028437;CMD-011449;PRD-0088;Hygiène professionnel;11;97.96;0;1077.56
LIG-0028438;CMD-011450;PRD-0176;Hygiène économique;15;59.86;0;897.9
LIG-0028439;CMD-011450;PRD-0082;Main grand format;1;272.98;0;272.98
LIG-0028440;CMD-011451;PRD-0044;Siège grand format;2;914.38;0;1828.76
LIG-0028441;CMD-011452;PRD-0094;Protection grand format;3;34.3;0;102.9
LIG-0028442;CMD-011452;PRD-0129;Film économique;9;32.32;0;290.88
LIG-0028443;CMD-011453;PRD-0002;Rangement professionnel;14;224.1;0;3137.4
LIG-0028444;CMD-011453;PRD-0076;Classement économique;1;18.64;20;14.91
LIG-0028445;CMD-011453;PRD-0062;Bureau recyclé;10;562.7;0;5627
LIG-0028446;CMD-011453;PRD-0071;Périphérique économique;1;1370.97;0;1370.97
LIG-0028447;CMD-011453;PRD-0077;Électroportatif premium;1;147.99;0;147.99
LIG-0028448;CMD-011454;PRD-0098;Classement renforcé;1;7.78;0;7.78
LIG-0028449;CMD-011454;PRD-0040;Film standard;14;24.86;0;348.04
LIG-0028450;CMD-011454;PRD-0090;Écriture renforcé;9;25.08;15;191.86
LIG-0028451;CMD-011454;PRD-0093;Film premium;7;33.18;0;232.26
LIG-0028452;CMD-011455;PRD-0085;Protection économique;2;86.66;0;173.32
LIG-0028453;CMD-011455;PRD-0047;Papier recyclé;8;18.64;0;149.12
LIG-0028454;CMD-011455;PRD-0082;Main grand format;9;272.98;20;1965.46
LIG-0028455;CMD-011455;PRD-0043;Carton renforcé;6;7.59;5;43.26
LIG-0028456;CMD-011456;PRD-0014;Nettoyage économique;3;34.88;0;104.64
LIG-0028457;CMD-011457;PRD-0114;Mesure recyclé;13;141.07;0;1833.91
LIG-0028458;CMD-011458;PRD-0128;Électroportatif économique;1;185.02;0;185.02
LIG-0028459;CMD-011458;PRD-0135;Protection recyclé;4;79.53;0;318.12
LIG-0028460;CMD-011459;PRD-0114;Mesure recyclé;8;141.07;0;1128.56
LIG-0028461;CMD-011460;PRD-0089;Main professionnel;11;94.19;0;1036.09
LIG-0028462;CMD-011461;PRD-0084;Carton renforcé;1;21.84;0;21.84
LIG-0028463;CMD-011461;PRD-0133;Carton standard;9;16.73;10;135.51
LIG-0028464;CMD-011462;PRD-0146;Hygiène recyclé;6;67.78;10;366.01
LIG-0028465;CMD-011462;PRD-0105;Carton économique;14;42.64;0;596.96
LIG-0028466;CMD-011462;PRD-0014;Nettoyage économique;1;34.88;10;31.39
LIG-0028467;CMD-011462;PRD-0024;Protection économique;17;91.05;0;1547.85
LIG-0028468;CMD-011462;PRD-0154;Réseau recyclé;5;1289.28;0;6446.4
LIG-0028469;CMD-011463;PRD-0083;Écriture renforcé;1;26.72;20;21.38
LIG-0028470;CMD-011463;PRD-0131;Film recyclé;1;14.54;5;13.81
LIG-0028471;CMD-011464;PRD-0046;Consommable grand format;4;1058.85;0;4235.4
LIG-0028472;CMD-011465;PRD-0004;Consommable économique;15;869.98;0;13049.7
LIG-0028473;CMD-011466;PRD-0003;Mesure standard;4;522.66;0;2090.64
LIG-0028474;CMD-011466;PRD-0117;Hygiène professionnel;13;89.98;0;1169.74
LIG-0028475;CMD-011466;PRD-0156;Consommable premium;6;1310.31;0;7861.86
LIG-0028476;CMD-011467;PRD-0142;Film premium;5;14.13;0;70.65
LIG-0028477;CMD-011467;PRD-0093;Film premium;28;33.18;20;743.23
LIG-0028478;CMD-011467;PRD-0072;Film recyclé;4;36.87;0;147.48
LIG-0028479;CMD-011468;PRD-0015;Papier premium;18;25.04;0;450.72
LIG-0028480;CMD-011468;PRD-0046;Consommable grand format;1;1058.85;0;1058.85
LIG-0028481;CMD-011469;PRD-0027;Palette premium;10;40.14;0;529.89
LIG-0028482;CMD-011469;PRD-0122;Nettoyage compact;16;24.86;20;318.21
LIG-0028483;CMD-011470;PRD-0095;Palette standard;12;25.99;0;311.88
LIG-0028484;CMD-011470;PRD-0078;Classement grand format;7;2.37;0;16.59
LIG-0028485;CMD-011471;PRD-0083;Écriture renforcé;5;26.72;15;113.56
LIG-0028486;CMD-011471;PRD-0154;Réseau recyclé;16;1289.28;0;20628.48
LIG-0028487;CMD-011471;PRD-0158;Bureau renforcé;15;449.01;0;6735.15
LIG-0028488;CMD-011471;PRD-0107;Consommable grand format;25;1385.27;0;34631.75
LIG-0028489;CMD-011472;PRD-0165;Mesure renforcé;10;260.45;0;2604.5
LIG-0028490;CMD-011472;PRD-0114;Mesure recyclé;15;141.07;0;2116.05
LIG-0028491;CMD-011472;PRD-0034;Classement compact;1;19.92;0;19.92
LIG-0028492;CMD-011472;PRD-0115;Siège grand format;5;121.28;0;606.4
LIG-0028493;CMD-011473;PRD-0037;Protection grand format;6;61.86;5;352.6
LIG-0028494;CMD-011474;PRD-0027;Palette premium;3;40.14;0;120.42
LIG-0028495;CMD-011474;PRD-0047;Papier recyclé;4;18.64;0;74.56
LIG-0028496;CMD-011474;PRD-0080;Main économique;11;533.87;5;5578.94
LIG-0028497;CMD-011474;PRD-0119;Mesure recyclé;19;358.78;0;6816.82
LIG-0028498;CMD-011474;PRD-0077;Électroportatif premium;13;147.99;0;1923.87
LIG-0028499;CMD-011475;PRD-0065;Écriture compact;13;9.13;0;118.69
LIG-0028500;CMD-011475;PRD-0039;Siège professionnel;7;479.93;20;2687.61
LIG-0028501;CMD-011476;PRD-0073;Périphérique professionnel;4;1490.22;0;5960.88
LIG-0028502;CMD-011476;PRD-0143;Consommable standard;15;212.9;0;3193.5
LIG-0028503;CMD-011476;PRD-0029;Électroportatif premium;10;0;0;0
LIG-0028504;CMD-011476;PRD-0171;Main compact;1;204.21;10;183.79
LIG-0028505;CMD-011477;PRD-0177;Nettoyage premium;7;103.15;15;613.74
LIG-0028506;CMD-011478;PRD-0018;Siège standard;13;484.37;0;6296.81
LIG-0028507;CMD-011479;PRD-0165;Mesure renforcé;4;260.45;0;1041.8
LIG-0028508;CMD-011480;PRD-0044;Siège grand format;4;914.38;0;3657.52
LIG-0028509;CMD-011480;PRD-0132;Écriture standard;2;2.36;0;4.72
LIG-0028510;CMD-011480;PRD-0168;Palette premium;13;34.74;0;451.62
LIG-0028511;CMD-011480;PRD-0097;Consommable grand format;14;65.95;0;923.3
LIG-0028512;CMD-011480;PRD-0071;Périphérique économique;2;1370.97;20;2193.55
LIG-0028513;CMD-011480;PRD-0009;Réseau compact;13;483.76;0;6288.88
LIG-0028514;CMD-011481;PRD-0023;Nettoyage compact;7;109.63;0;767.41
LIG-0028515;CMD-011481;PRD-0151;Main recyclé;12;124.66;0;1495.92
LIG-0028516;CMD-011482;PRD-0071;Périphérique économique;3;1370.97;0;4112.91
LIG-0028517;CMD-011482;PRD-0032;Bureau premium;1;517.88;0;517.88
LIG-0028518;CMD-011482;PRD-0051;Électroportatif premium;17;292.9;0;4979.3
LIG-0028519;CMD-011483;PRD-0037;Protection grand format;12;61.86;0;742.32
LIG-0028520;CMD-011484;PRD-0026;Protection compact;4;14.12;0;56.48
LIG-0028521;CMD-011484;PRD-0074;Siège renforcé;6;152.11;0;912.66
LIG-0028522;CMD-011484;PRD-0070;Mesure standard;6;348.54;0;2091.24
LIG-0028523;CMD-011484;PRD-0057;Nettoyage compact;1;16.81;0;16.81
LIG-0028524;CMD-011484;PRD-0049;Nettoyage professionnel;1;27.78;0;27.78
LIG-0028525;CMD-011484;PRD-0031;Bureau compact;1;0;5;0
LIG-0028526;CMD-011485;PRD-0015;Papier premium;21;25.04;0;525.84
LIG-0028527;CMD-011486;PRD-0012;Consommable standard;13;432.89;0;5627.57
LIG-0028528;CMD-011486;PRD-0083;Écriture renforcé;8;26.72;0;213.76
LIG-0028529;CMD-011487;PRD-0178;Bureau compact;22;407.96;0;8975.12
LIG-0028530;CMD-011488;PRD-0124;Consommable renforcé;6;807.68;0;4846.08
LIG-0028531;CMD-011488;PRD-0092;Nettoyage standard;1;66.06;0;66.06
LIG-0028532;CMD-011488;PRD-0063;Nettoyage renforcé;17;86.74;20;1179.66
LIG-0028533;CMD-011488;PRD-0118;Réseau compact;20;842.75;5;16012.25
LIG-0028534;CMD-011488;PRD-0116;Classement grand format;1;8.02;0;8.02
LIG-0028535;CMD-011489;PRD-0008;Rangement premium;1;461.47;0;461.47
LIG-0028536;CMD-011490;PRD-0166;Main renforcé;8;243.67;0;1949.36
LIG-0028537;CMD-011491;PRD-0024;Protection économique;6;91.05;0;546.3
LIG-0028538;CMD-011491;PRD-0167;Bureau économique;1;380.04;0;380.04
LIG-0028539;CMD-011491;PRD-0041;Main renforcé;19;369.33;0;7017.27
LIG-0028540;CMD-011491;PRD-0041;Main renforcé;1;369.33;10;332.4
LIG-0028541;CMD-011492;PRD-0110;Mesure renforcé;12;142.33;0;1707.96
LIG-0028542;CMD-011493;PRD-0015;Papier premium;15;25.04;0;375.6
LIG-0028543;CMD-011494;PRD-0123;Classement professionnel;8;8.95;0;71.6
LIG-0028544;CMD-011494;PRD-0126;Carton économique;10;37.56;0;375.6
LIG-0028545;CMD-011495;PRD-0146;Hygiène recyclé;1;67.78;5;64.39
LIG-0028546;CMD-011495;PRD-0054;Main renforcé;11;260.86;0;2869.46
LIG-0028547;CMD-011495;PRD-0068;Carton économique;14;4.47;0;62.58
LIG-0028548;CMD-011496;PRD-0133;Carton standard;1;16.73;0;16.73
LIG-0028549;CMD-011497;PRD-0162;Mesure compact;2;425.65;0;851.3
LIG-0028550;CMD-011497;PRD-0146;Hygiène recyclé;6;67.78;0;406.68
LIG-0028551;CMD-011497;PRD-0170;Film premium;5;26.78;0;133.9
LIG-0028552;CMD-011498;PRD-0157;Hygiène renforcé;1;81.39;0;81.39
LIG-0028553;CMD-011499;PRD-0032;Bureau premium;19;517.88;0;9839.72
LIG-0028554;CMD-011499;PRD-0173;Électroportatif professionnel;1;20.89;0;20.89
LIG-0028555;CMD-011499;PRD-0064;Classement économique;2;17.73;0;35.46
LIG-0028556;CMD-011499;PRD-0171;Main compact;18;204.21;0;3675.78
LIG-0028557;CMD-011499;PRD-0151;Main recyclé;-1;124.66;0;-124.66
LIG-0028558;CMD-011500;PRD-0125;Bureau compact;15;471.82;20;5661.84
LIG-0028559;CMD-011501;PRD-0120;Hygiène standard;19;8.56;0;162.64
LIG-0028560;CMD-011501;PRD-0038;Film renforcé;16;28.5;0;456
LIG-0028561;CMD-011501;PRD-0038;Film renforcé;11;28.5;0;313.5
LIG-0028562;CMD-011502;PRD-0079;Rangement premium;14;734.76;0;10286.64
LIG-0028563;CMD-011503;PRD-0172;Rangement recyclé;11;502.43;0;5526.73
LIG-0028564;CMD-011504;PRD-0144;Réseau professionnel;16;1782.85;20;22820.48
LIG-0028565;CMD-011504;PRD-0103;Bureau grand format;13;905.69;0;11773.97
LIG-0028566;CMD-011505;PRD-0121;Bureau standard;11;732.7;5;7656.72
LIG-0028567;CMD-011505;PRD-0046;Consommable grand format;2;1058.85;0;2117.7
LIG-0028568;CMD-011505;PRD-0170;Film premium;13;26.78;0;348.14
LIG-0028569;CMD-011505;PRD-0035;Classement compact;2;29.18;0;58.36
LIG-0028570;CMD-011506;PRD-0177;Nettoyage premium;7;103.15;0;722.05
LIG-0028571;CMD-011507;PRD-0119;Mesure recyclé;1;358.78;10;322.9
LIG-0028572;CMD-011508;PRD-0022;Classement standard;2;4.05;0;8.1
LIG-0028573;CMD-011509;PRD-0130;Carton professionnel;8;9.94;0;79.52
LIG-0028574;CMD-011510;PRD-0035;Classement compact;3;29.18;5;83.16
LIG-0028575;CMD-011511;PRD-0144;Réseau professionnel;11;1782.85;0;19611.35
LIG-0028576;CMD-011512;PRD-0038;Film renforcé;11;28.5;0;313.5
LIG-0028577;CMD-011512;PRD-0053;Bureau grand format;18;299.81;5;5126.75
LIG-0028578;CMD-011512;PRD-0042;Carton renforcé;6;4.52;5;25.76
LIG-0028579;CMD-011512;PRD-0172;Rangement recyclé;6;502.43;0;3014.58
LIG-0028580;CMD-011513;PRD-0175;Film grand format;8;19.42;20;124.29
LIG-0028581;CMD-011513;PRD-0050;Bureau standard;1;308.09;0;308.09
LIG-0028582;CMD-011513;PRD-0060;Réseau recyclé;10;415.19;0;4151.9
LIG-0028583;CMD-011513;PRD-0148;Écriture compact;1;5.55;0;5.55
LIG-0028584;CMD-011513;PRD-0029;Électroportatif premium;9;0;0;0
LIG-0028585;CMD-011513;PRD-0166;Main renforcé;2;243.67;0;487.34
LIG-0028586;CMD-011514;PRD-0074;Siège renforcé;10;152.11;0;1521.1
LIG-0028587;CMD-011515;PRD-0049;Nettoyage professionnel;9;27.78;0;250.02
LIG-0028588;CMD-011515;PRD-0137;Électroportatif économique;14;599.46;20;6713.95
LIG-0028589;CMD-011515;PRD-0118;Réseau compact;1;842.75;5;800.61
LIG-0028590;CMD-011516;PRD-0118;Réseau compact;1;842.75;0;842.75
LIG-0028591;CMD-011517;PRD-0111;Classement standard;10;21.78;0;217.8
LIG-0028592;CMD-011518;PRD-0150;Main renforcé;1;93.49;0;122.29
LIG-0028593;CMD-011518;PRD-0026;Protection compact;9;14.12;0;127.08
LIG-0028594;CMD-011518;PRD-0024;Protection économique;19;91.05;0;1729.95
LIG-0028595;CMD-011519;PRD-0094;Protection grand format;15;34.3;0;514.5
LIG-0028596;CMD-011519;PRD-0129;Film économique;2;32.32;0;64.64
LIG-0028597;CMD-011520;PRD-0139;Classement grand format;13;10.37;0;134.81
LIG-0028598;CMD-011520;PRD-0068;Carton économique;1;4.47;0;4.47
LIG-0028599;CMD-011521;PRD-0037;Protection grand format;7;61.86;0;433.02
LIG-0028600;CMD-011522;PRD-0034;Classement compact;6;19.92;0;119.52
LIG-0028601;CMD-011523;PRD-0006;Film standard;6;30.94;0;185.64
LIG-0028602;CMD-011523;PRD-0138;Nettoyage économique;1;79.5;0;79.5
LIG-0028603;CMD-011524;PRD-0135;Protection recyclé;22;79.53;0;1749.66
LIG-0028604;CMD-011525;PRD-0072;Film recyclé;6;36.87;0;221.22
LIG-0028605;CMD-011525;PRD-0140;Périphérique recyclé;5;577.61;0;2888.05
LIG-0028606;CMD-011525;PRD-0060;Réseau recyclé;5;415.19;5;1972.15
LIG-0028607;CMD-011526;PRD-0157;Hygiène renforcé;3;81.39;0;244.17
LIG-0028608;CMD-011527;PRD-0004;Consommable économique;5;869.98;0;4349.9
LIG-0028609;CMD-011527;PRD-0065;Écriture compact;22;9.13;0;200.86
LIG-0028610;CMD-011527;PRD-0157;Hygiène renforcé;8;81.39;10;586.01
LIG-0028611;CMD-011528;PRD-0121;Bureau standard;7;732.7;15;4359.57
LIG-0028612;CMD-011529;PRD-0064;Classement économique;8;17.73;0;141.84
LIG-0028613;CMD-011530;PRD-0044;Siège grand format;2;914.38;15;1554.45
LIG-0028614;CMD-011530;PRD-0161;Siège recyclé;1;216.91;0;216.91
LIG-0028615;CMD-011530;PRD-0139;Classement grand format;1;10.37;20;8.3
LIG-0028616;CMD-011530;PRD-0151;Main recyclé;18;124.66;15;1907.3
LIG-0028617;CMD-011531;PRD-0177;Nettoyage premium;26;103.15;0;2681.9
LIG-0028618;CMD-011531;PRD-0059;Écriture renforcé;5;23.3;0;116.5
LIG-0028619;CMD-011531;PRD-0140;Périphérique recyclé;11;577.61;0;6353.71
LIG-0028620;CMD-011532;PRD-0175;Film grand format;5;19.42;0;97.1
LIG-0028621;CMD-011533;PRD-0081;Nettoyage standard;6;19.45;0;116.7
LIG-0028622;CMD-011533;PRD-0105;Carton économique;12;42.64;0;511.68
LIG-0028623;CMD-011534;PRD-0138;Nettoyage économique;1;79.5;0;79.5
LIG-0028624;CMD-011534;PRD-0103;Bureau grand format;12;905.69;15;9238.04
LIG-0028625;CMD-011534;PRD-0007;Périphérique standard;1;1276.11;5;1212.3
LIG-0028626;CMD-011535;PRD-0112;Hygiène standard;13;26.56;0;345.28
LIG-0028627;CMD-011535;PRD-0041;Main renforcé;11;369.33;0;4062.63
LIG-0028628;CMD-011535;PRD-0166;Main renforcé;1;243.67;0;320.78
LIG-0028629;CMD-011535;PRD-0021;Film professionnel;9;31.13;0;280.17
LIG-0028630;CMD-011535;PRD-0155;Palette compact;5;27.98;0;139.9
LIG-0028631;CMD-011536;PRD-0123;Classement professionnel;6;8.95;0;53.7
LIG-0028632;CMD-011537;PRD-0171;Main compact;2;204.21;0;408.42
LIG-0028633;CMD-011538;PRD-0003;Mesure standard;19;522.66;0;9930.54
LIG-0028634;CMD-011538;PRD-0135;Protection recyclé;10;79.53;0;795.3
LIG-0028635;CMD-011538;PRD-0062;Bureau recyclé;10;562.7;0;5627
LIG-0028636;CMD-011539;PRD-0052;Réseau premium;7;284.48;0;1991.36
LIG-0028637;CMD-011539;PRD-0095;Palette standard;11;25.99;0;285.89
LIG-0028638;CMD-011540;PRD-0177;Nettoyage premium;3;103.15;0;309.45
LIG-0028639;CMD-011541;PRD-0039;Siège professionnel;15;479.93;0;7198.95
LIG-0028640;CMD-011541;PRD-0119;Mesure recyclé;8;358.78;0;2870.24
LIG-0028641;CMD-011542;PRD-0160;Périphérique compact;17;493.39;20;6710.1
LIG-0028642;CMD-011542;PRD-0097;Consommable grand format;1;65.95;0;65.95
LIG-0028643;CMD-011542;PRD-0102;Bureau standard;1;340.64;0;340.64
LIG-0028644;CMD-011543;PRD-0018;Siège standard;12;484.37;0;5812.44
LIG-0028645;CMD-011543;PRD-0172;Rangement recyclé;14;502.43;0;7034.02
LIG-0028646;CMD-011544;PRD-0100;Périphérique compact;8;768.68;0;6149.44
LIG-0028647;CMD-011545;PRD-0171;Main compact;1;204.21;0;204.21
LIG-0028648;CMD-011545;PRD-0116;Classement grand format;13;8.02;0;104.26
LIG-0028649;CMD-011545;PRD-0027;Palette premium;6;40.14;0;240.84
LIG-0028650;CMD-011545;PRD-0114;Mesure recyclé;5;141.07;0;705.35
LIG-0028651;CMD-011545;PRD-0088;Hygiène professionnel;7;97.96;0;685.72
LIG-0028652;CMD-011546;PRD-0155;Palette compact;6;27.98;0;167.88
LIG-0028653;CMD-011546;PRD-0145;Siège professionnel;1;221.36;0;221.36
LIG-0028654;CMD-011546;PRD-0074;Siège renforcé;9;152.11;0;1368.99
LIG-0028655;CMD-011546;PRD-0112;Hygiène standard;1;26.56;20;21.25
LIG-0028656;CMD-011547;PRD-0017;Film recyclé;22;35.22;20;619.87
LIG-0028657;CMD-011547;PRD-0151;Main recyclé;18;124.66;15;1907.3
LIG-0028658;CMD-011547;PRD-0174;Classement grand format;1;14.31;0;14.31
LIG-0028659;CMD-011547;PRD-0019;Film compact;12;41.29;5;470.71
LIG-0028660;CMD-011548;PRD-0104;Protection renforcé;2;7.67;0;15.34
LIG-0028661;CMD-011548;PRD-0076;Classement économique;19;18.64;10;318.74
LIG-0028662;CMD-011548;PRD-0180;Siège grand format;16;382.49;0;6119.84
LIG-0028663;CMD-011548;PRD-0073;Périphérique professionnel;2;1490.22;10;2682.4
LIG-0028664;CMD-011549;PRD-0056;Électroportatif standard;1;117.95;0;117.95
LIG-0028665;CMD-011549;PRD-0122;Nettoyage compact;18;24.86;0;447.48
LIG-0028666;CMD-011549;PRD-0006;Film standard;10;30.94;0;309.4
LIG-0028667;CMD-011550;PRD-0111;Classement standard;7;21.78;10;137.21
LIG-0028668;CMD-011550;PRD-0088;Hygiène professionnel;6;97.96;5;558.37
LIG-0028669;CMD-011550;PRD-0036;Rangement grand format;9;419.56;0;3776.04
LIG-0028670;CMD-011550;PRD-0166;Main renforcé;8;243.67;0;1949.36
LIG-0028671;CMD-011551;PRD-0108;Mesure recyclé;6;429.07;0;2574.42
LIG-0028672;CMD-011552;PRD-0059;Écriture renforcé;1;23.3;5;22.14
LIG-0028673;CMD-011552;PRD-0116;Classement grand format;25;8.02;0;200.5
LIG-0028674;CMD-011552;PRD-0134;Bureau compact;1;627.92;0;627.92
LIG-0028675;CMD-011552;PRD-0110;Mesure renforcé;1;142.33;0;142.33
LIG-0028676;CMD-011553;PRD-0051;Électroportatif premium;19;292.9;0;5565.1
LIG-0028677;CMD-011553;PRD-0156;Consommable premium;1;1310.31;0;1310.31
LIG-0028678;CMD-011554;PRD-0057;Nettoyage compact;5;16.81;0;84.05
LIG-0028679;CMD-011554;PRD-0105;Carton économique;1;42.64;0;42.64
LIG-0028680;CMD-011555;PRD-0138;Nettoyage économique;3;79.5;0;238.5
LIG-0028681;CMD-011556;PRD-0060;Réseau recyclé;5;415.19;0;2075.95
LIG-0028682;CMD-011557;PRD-0063;Nettoyage renforcé;1;86.74;0;86.74
LIG-0028683;CMD-011557;PRD-0045;Carton compact;13;25.31;0;329.03
