id_facture;numero;id_commande;id_client;date_facture;date_echeance;date_reglement;montant_ht;montant_ttc;statut_reglement;mode_reglement
FAC-010275;FAC-2025-010275;CMD-010706;CLI-01525;2025-01-26;2025-02-25;;996.83;1196.2;en retard;Carte
FAC-010276;FAC-2025-010276;CMD-010707;CLI-00340;2025-02-04;2025-03-06;2025-03-03;299.81;359.77;payée;Chèque
FAC-010277;FAC-2025-010277;CMD-010708;CLI-01732;2025-02-03;2025-03-05;2025-02-17;3439.77;4127.72;payée;Virement
FAC-010278;FAC-2025-010278;CMD-010709;CLI-00415;2025-01-24;2025-02-23;2025-02-20;908.38;1090.06;payée;Chèque
FAC-010279;FAC-2025-010279;CMD-010710;CLI-00098;2025-02-06;2025-03-08;2025-03-13;56.21;67.45;payée;Prélèvement
FAC-010280;FAC-2025-010280;CMD-010711;CLI-01388;2025-02-05;2025-03-07;2025-03-05;2386.51;2863.81;payée;Chèque
FAC-010281;FAC-2025-010281;CMD-010712;CLI-00169;2025-02-05;2025-03-07;;1056.49;1267.79;en retard;Prélèvement
FAC-010282;FAC-2025-010282;CMD-010713;CLI-00538;2025-02-02;2025-03-04;;323.23;387.88;en retard;Chèque
FAC-010283;FAC-2025-010283;CMD-010714;CLI-02069;2025-02-03;2025-03-05;2025-02-27;10064.12;12076.94;payée;Carte
FAC-010284;FAC-2025-010284;CMD-010715;CLI-02495;2025-01-31;2025-03-02;2025-02-27;11344.27;13613.12;payée;Prélèvement
FAC-010285;FAC-2025-010285;CMD-010716;CLI-00521;2025-02-07;2025-03-09;2025-03-27;1730.6;2076.72;payée;Carte
FAC-010286;FAC-2025-010286;CMD-010717;CLI-00166;2025-02-08;2025-03-10;;16.83;20.2;en retard;Prélèvement
FAC-010287;FAC-2025-010287;CMD-010718;CLI-00337;2025-02-06;2025-03-08;2025-02-22;888.53;1066.24;payée;Chèque
FAC-010288;FAC-2025-010288;CMD-010719;CLI-00239;2025-01-31;2025-03-02;2025-02-15;4300.86;5161.03;payée;Prélèvement
FAC-010289;FAC-2025-010289;CMD-010720;CLI-02094;2025-01-30;2025-03-01;2025-03-11;881.97;1058.36;payée;Carte
FAC-010290;FAC-2025-010290;CMD-010721;CLI-00849;2025-02-07;2025-03-09;2025-03-04;250.32;300.38;payée;Prélèvement
FAC-010291;FAC-2025-010291;CMD-010722;CLI-00116;2025-01-31;2025-03-02;2025-03-11;2140.77;2568.92;payée;Carte
FAC-010292;FAC-2025-010292;CMD-010724;CLI-02080;2025-02-05;2025-03-07;2025-02-20;2472.89;2967.47;payée;Prélèvement
FAC-010293;FAC-2025-010293;CMD-010725;CLI-02008;2025-02-04;2025-03-06;2025-02-22;14086.85;16904.22;payée;Virement
FAC-010294;FAC-2025-010294;CMD-010726;CLI-00636;2025-01-26;2025-02-25;2025-02-23;1382.86;1659.43;payée;Carte
FAC-010295;FAC-2025-010295;CMD-010727;CLI-02450;2025-01-23;2025-02-22;2025-02-04;3757.61;4509.13;payée;Prélèvement
FAC-010296;FAC-2025-010296;CMD-010728;CLI-00350;2025-01-24;2025-02-23;;488.4;586.08;en retard;Virement
FAC-010297;FAC-2025-010297;CMD-010729;CLI-00806;2025-02-05;2025-03-07;2025-03-16;121.28;145.54;payée;Chèque
FAC-010298;FAC-2025-010298;CMD-010730;CLI-02363;2025-01-30;2025-03-01;2025-02-14;6358.08;7629.7;payée;Chèque
FAC-010299;FAC-2025-010299;CMD-010731;CLI-01757;2025-02-06;2025-03-08;2025-03-23;2416;2899.2;payée;Virement
FAC-010300;FAC-2025-010300;CMD-010732;CLI-00584;2025-02-06;2025-03-08;2025-04-07;64.89;77.87;payée;Chèque
FAC-010301;FAC-2025-010301;CMD-010733;CLI-01721;2025-01-30;2025-03-01;;3496.69;4196.03;en retard;Carte
FAC-010302;FAC-2025-010302;CMD-010734;CLI-01243;2025-01-23;2025-02-22;;3016.8;3620.16;en retard;Virement
FAC-010303;FAC-2025-010303;CMD-010736;CLI-00360;2025-02-01;2025-03-03;2025-03-04;1167.14;1400.57;payée;Virement
FAC-010304;FAC-2025-010304;CMD-010737;CLI-01774;2025-01-28;2025-02-27;2025-02-21;154.04;184.85;payée;Carte
FAC-010305;FAC-2025-010305;CMD-010738;CLI-02280;2025-01-27;2025-02-26;2025-02-19;1653.87;1984.64;payée;Prélèvement
FAC-010306;FAC-2025-010306;CMD-010739;CLI-00367;2025-02-06;2025-03-08;;-1135.06;-1362.07;en retard;Virement
FAC-010307;FAC-2025-010307;CMD-010740;CLI-00817;2025-02-02;2025-03-04;2025-03-01;2485.8;2982.96;payée;Virement
FAC-010308;FAC-2025-010308;CMD-010741;CLI-02023;2025-01-30;2025-03-01;2025-02-18;1040.88;1249.06;payée;Carte
FAC-010309;FAC-2025-010309;CMD-010742;CLI-00997;2025-01-26;2025-02-25;2025-02-11;104.57;125.48;payée;Chèque
FAC-010310;FAC-2025-010310;CMD-010743;CLI-02062;2025-02-05;2025-03-07;2025-02-16;2223.82;2668.58;payée;Chèque
FAC-010311;FAC-2025-010311;CMD-010744;CLI-02041;2025-01-29;2025-02-28;2025-02-09;4279.72;5135.66;payée;Virement
FAC-010312;FAC-2025-010312;CMD-010745;CLI-00122;2025-01-31;2025-03-02;2025-03-01;2935.22;3522.26;payée;Prélèvement
FAC-010313;FAC-2025-010313;CMD-010746;CLI-02253;2025-02-09;2025-03-11;2025-03-08;26538.87;31846.64;payée;Chèque
FAC-010314;FAC-2025-010314;CMD-010747;CLI-01062;2025-01-28;2025-02-27;2025-05-13;352.09;422.51;payée;Chèque
FAC-010315;FAC-2025-010315;CMD-010748;CLI-00625;2025-01-25;2025-02-24;2025-02-14;4319.59;5183.51;payée;Chèque
FAC-010316;FAC-2025-010316;CMD-010749;CLI-00565;2025-01-29;2025-02-28;;19462.9;23355.48;en retard;Prélèvement
FAC-010317;FAC-2025-010317;CMD-010750;CLI-00133;2025-02-02;2025-03-04;2025-05-24;104.82;125.78;payée;Carte
FAC-010318;FAC-2025-010318;CMD-010752;CLI-00024;2025-01-24;2025-02-23;;1142.2;1370.64;en retard;Carte
FAC-010319;FAC-2025-010319;CMD-010753;CLI-02337;2025-02-02;2025-03-04;2025-04-28;27.12;32.54;payée;Chèque
FAC-010320;FAC-2025-010320;CMD-010754;CLI-01147;2025-02-11;2025-03-13;2025-03-08;1398.51;1678.21;payée;Carte
FAC-010321;FAC-2025-010321;CMD-010755;CLI-00084;2025-02-10;2025-03-12;2025-02-28;2708.1;3249.72;payée;Carte
FAC-010322;FAC-2025-010322;CMD-010756;CLI-00206;2025-02-13;2025-03-15;2025-03-05;86.74;104.09;payée;Chèque
FAC-010323;FAC-2025-010323;CMD-010757;CLI-00542;2025-02-02;2025-03-04;;2006.66;2407.99;en retard;Carte
FAC-010324;FAC-2025-010324;CMD-010758;CLI-01664;2025-01-25;2025-02-24;2025-02-17;1399.1;1678.92;payée;Prélèvement
FAC-010325;FAC-2025-010325;CMD-010759;CLI-02232;2025-02-02;2025-03-04;2025-02-18;4181.87;5018.24;payée;Prélèvement
FAC-010326;FAC-2025-010326;CMD-010760;CLI-00937;2025-01-29;2025-02-28;2025-02-17;23567.1;28280.52;payée;Virement
FAC-010327;FAC-2025-010327;CMD-010761;CLI-00803;2025-01-25;2025-02-24;2025-02-20;1142.91;1371.49;payée;Chèque
FAC-010328;FAC-2025-010328;CMD-010763;CLI-01019;2025-02-09;2025-03-11;2025-03-07;9233.25;11079.9;payée;Carte
FAC-010329;FAC-2025-010329;CMD-010764;CLI-00975;2025-02-08;2025-03-10;2025-03-29;30.66;36.79;payée;Chèque
FAC-010330;FAC-2025-010330;CMD-010765;CLI-00267;2025-01-25;2025-02-24;2025-02-10;734.54;881.45;payée;Virement
FAC-010331;FAC-2025-010331;CMD-010766;CLI-00124;2025-01-29;2025-02-28;2025-02-12;218.52;262.22;payée;Prélèvement
FAC-010332;FAC-2025-010332;CMD-010767;CLI-00499;2025-02-08;2025-03-10;2025-03-03;456.48;547.78;payée;Prélèvement
FAC-010333;FAC-2025-010333;CMD-010768;CLI-00014;2025-01-27;2025-02-26;;240.32;288.38;en retard;Virement
FAC-010334;FAC-2025-010334;CMD-010769;CLI-00519;2025-02-05;2025-03-07;2025-02-28;10985.63;13182.76;payée;Carte
FAC-010335;FAC-2025-010335;CMD-010770;CLI-01417;2025-02-06;2025-03-08;;9662.24;11594.69;en retard;Carte
FAC-010336;FAC-2025-010336;CMD-010772;CLI-01337;2025-02-12;2025-03-14;2025-03-12;13015.9;15619.08;payée;Carte
FAC-010337;FAC-2025-010337;CMD-010773;CLI-00231;2025-02-06;2025-03-08;2025-03-08;14.07;16.88;payée;Virement
FAC-010338;FAC-2025-010338;CMD-010774;CLI-02121;2025-02-12;2025-03-14;2025-05-11;10691.3;12829.56;payée;Prélèvement
FAC-010339;FAC-2025-010339;CMD-010775;CLI-00013;2025-01-27;2025-02-26;2025-02-06;228.79;274.55;payée;Prélèvement
FAC-010340;FAC-2025-010340;CMD-010776;CLI-01537;2025-02-07;2025-03-09;;1220.98;1465.18;en retard;Chèque
FAC-010341;FAC-2025-010341;CMD-010777;CLI-02037;2025-01-26;2025-02-25;;56.1;67.32;en retard;Prélèvement
FAC-010342;FAC-2025-010342;CMD-010778;CLI-01329;2025-02-02;2025-03-04;2025-02-26;1301.46;1561.75;payée;Carte
FAC-010343;FAC-2025-010343;CMD-010779;CLI-01578;2025-02-07;2025-03-09;2025-03-04;1331.35;1597.62;payée;Carte
FAC-010344;FAC-2025-010344;CMD-010780;CLI-02140;2025-02-04;2025-03-06;;8246.64;9895.97;en retard;Prélèvement
FAC-010345;FAC-2025-010345;CMD-010781;CLI-01131;2025-02-14;2025-03-16;2025-03-07;910.18;1092.22;payée;Carte
FAC-010346;FAC-2025-010346;CMD-010782;CLI-02109;2025-02-13;2025-03-15;2025-03-01;2528.25;3033.9;payée;Prélèvement
FAC-010347;FAC-2025-010347;CMD-010783;CLI-00801;2025-02-08;2025-03-10;2025-03-05;4274.92;5129.9;payée;Prélèvement
FAC-010348;FAC-2025-010348;CMD-010785;CLI-02151;2025-02-01;2025-03-03;2025-03-04;954.72;1145.66;payée;Chèque
FAC-010349;FAC-2025-010349;CMD-010786;CLI-01967;2025-02-02;2025-03-04;2025-02-13;11854.74;14225.69;payée;Chèque
FAC-010350;FAC-2025-010350;CMD-010787;CLI-00745;2025-01-27;2025-02-26;2025-03-08;4485.58;5382.7;payée;Carte
FAC-010351;FAC-2025-010351;CMD-010788;CLI-02120;2025-02-04;2025-03-06;;21251.44;25501.73;en retard;Chèque
FAC-010352;FAC-2025-010352;CMD-010789;CLI-01881;2025-02-14;2025-03-16;2025-02-27;2936.39;3523.67;payée;Carte
FAC-010353;FAC-2025-010353;CMD-010790;CLI-00342;2025-01-29;2025-02-28;2025-02-24;1884.96;2261.95;payée;Carte
FAC-010354;FAC-2025-010354;CMD-010791;CLI-01894;2025-02-10;2025-03-12;2025-04-26;11319.67;13583.6;payée;Prélèvement
FAC-010355;FAC-2025-010355;CMD-010792;CLI-00100;2025-02-10;2025-03-12;2025-02-27;5369.06;6442.87;payée;Chèque
FAC-010356;FAC-2025-010356;CMD-010795;CLI-00519;2025-01-27;2025-02-26;2025-02-10;19.88;23.86;payée;Chèque
FAC-010357;FAC-2025-010357;CMD-010796;CLI-00656;2025-02-08;2025-03-10;2025-04-27;30346.38;36415.66;payée;Chèque
FAC-010358;FAC-2025-010358;CMD-010797;CLI-02136;2025-02-13;2025-03-15;2025-05-01;553.31;663.97;payée;Prélèvement
FAC-010359;FAC-2025-010359;CMD-010798;CLI-00519;2025-02-09;2025-03-11;2025-03-03;19.92;23.9;payée;Prélèvement
FAC-010360;FAC-2025-010360;CMD-010799;CLI-01532;2025-02-07;2025-03-09;2025-02-22;982.57;1179.08;payée;Chèque
FAC-010361;FAC-2025-010361;CMD-010800;CLI-00142;2025-02-08;2025-03-10;2025-03-09;10.03;12.04;payée;Carte
FAC-010362;FAC-2025-010362;CMD-010801;CLI-01334;2025-01-26;2025-02-25;2025-05-21;10714.27;12857.12;payée;Virement
FAC-010363;FAC-2025-010363;CMD-010802;CLI-01105;2025-01-31;2025-03-02;2025-03-15;6102.07;7322.48;payée;Prélèvement
FAC-010364;FAC-2025-010364;CMD-010803;CLI-01402;2025-01-26;2025-02-25;2025-02-24;271.57;325.88;payée;Virement
FAC-010365;FAC-2025-010365;CMD-010804;CLI-01133;2025-01-31;2025-03-02;2025-04-27;7029.45;8435.34;payée;Prélèvement
FAC-010366;FAC-2025-010366;CMD-010805;CLI-00096;2025-02-03;2025-03-05;2025-02-14;0;0;payée;Chèque
FAC-010367;FAC-2025-010367;CMD-010806;CLI-00679;2025-02-01;2025-03-03;;2281.84;2738.21;en retard;Prélèvement
FAC-010368;FAC-2025-010368;CMD-010807;CLI-02072;2025-02-12;2025-03-14;2025-03-12;28133.28;33759.94;payée;Chèque
FAC-010369;FAC-2025-010369;CMD-010808;CLI-00091;2025-02-10;2025-03-12;2025-02-22;10883.88;13060.66;payée;Prélèvement
FAC-010370;FAC-2025-010370;CMD-010809;CLI-00667;2025-02-05;2025-03-07;2025-03-06;752.64;903.17;payée;Virement
FAC-010371;FAC-2025-010371;CMD-010810;CLI-01162;2025-02-16;2025-03-18;;515.8;618.96;en retard;Prélèvement
FAC-010372;FAC-2025-010372;CMD-010811;CLI-01596;2025-02-15;2025-03-17;2025-03-13;1505.56;1806.67;payée;Prélèvement
FAC-010373;FAC-2025-010373;CMD-010812;CLI-01185;2025-02-14;2025-03-16;2025-03-03;604.24;725.09;payée;Virement
FAC-010374;FAC-2025-010374;CMD-010813;CLI-00561;2025-02-16;2025-03-18;2025-03-15;6418.26;7701.91;payée;Virement
FAC-010375;FAC-2025-010375;CMD-010814;CLI-00694;2025-02-10;2025-03-12;2025-03-04;575.67;690.8;payée;Virement
FAC-010376;FAC-2025-010376;CMD-010815;CLI-01095;2025-02-03;2025-03-05;2025-04-16;434.72;521.66;payée;Carte
FAC-010377;FAC-2025-010377;CMD-010816;CLI-00540;2025-01-29;2025-02-28;2025-02-11;1933.89;2320.67;payée;Carte
FAC-010378;FAC-2025-010378;CMD-010817;CLI-00592;2025-02-08;2025-03-10;2025-02-19;6345.27;7614.32;payée;Virement
FAC-010379;FAC-2025-010379;CMD-010818;CLI-00807;2025-02-06;2025-03-08;;6787.24;8144.69;en retard;Carte
FAC-010380;FAC-2025-010380;CMD-010819;CLI-02312;2025-02-10;2025-03-12;2025-03-19;1089.5;1307.4;payée;Chèque
FAC-010381;FAC-2025-010381;CMD-010820;CLI-00496;2025-02-05;2025-03-07;;9326.68;11192.02;en retard;Virement
FAC-010382;FAC-2025-010382;CMD-010821;CLI-01904;2025-02-11;2025-03-13;2025-03-18;9476.81;11372.17;payée;Chèque
FAC-010383;FAC-2025-010383;CMD-010822;CLI-00866;2025-02-03;2025-03-05;2025-03-02;15640.86;18769.03;payée;Chèque
FAC-010384;FAC-2025-010384;CMD-010823;CLI-01129;2025-02-12;2025-03-14;2025-03-02;1521.1;1825.32;payée;Prélèvement
FAC-010385;FAC-2025-010385;CMD-010824;CLI-02370;2025-02-13;2025-03-15;2025-03-08;315.44;378.53;payée;Carte
FAC-010386;FAC-2025-010386;CMD-010825;CLI-00460;2025-02-13;2025-03-15;2025-02-27;2404.67;2885.6;payée;Virement
FAC-010387;FAC-2025-010387;CMD-010827;CLI-01063;2025-02-04;2025-03-06;2025-03-25;1133.46;1360.15;payée;Virement
FAC-010388;FAC-2025-010388;CMD-010828;CLI-00194;2025-01-31;2025-03-02;2025-03-01;46324.75;55589.7;payée;Virement
FAC-010389;FAC-2025-010389;CMD-010830;CLI-00678;2025-02-03;2025-03-05;;6429.97;7715.96;en retard;Virement
FAC-010390;FAC-2025-010390;CMD-010831;CLI-00590;2025-02-09;2025-03-11;2025-03-08;6468.25;7761.9;payée;Carte
FAC-010391;FAC-2025-010391;CMD-010832;CLI-00750;2025-02-12;2025-03-14;2025-02-22;5141.84;6170.21;payée;Carte
FAC-010392;FAC-2025-010392;CMD-010833;CLI-02326;2025-02-11;2025-03-13;2025-03-25;609.7;731.64;payée;Carte
FAC-010393;FAC-2025-010393;CMD-010834;CLI-00864;2025-01-31;2025-03-02;2025-02-19;897.76;1077.31;payée;Chèque
FAC-010394;FAC-2025-010394;CMD-010835;CLI-00778;2025-01-30;2025-03-01;2025-05-15;7.58;9.1;payée;Carte
FAC-010395;FAC-2025-010395;CMD-010836;CLI-00066;2025-02-10;2025-03-12;2025-04-18;3386.51;4063.81;payée;Chèque
FAC-010396;FAC-2025-010396;CMD-010837;CLI-01800;2025-01-28;2025-02-27;2025-03-07;127.08;152.5;payée;Carte
FAC-010397;FAC-2025-010397;CMD-010838;CLI-01455;2025-02-10;2025-03-12;;255.19;306.23;en retard;Virement
FAC-010398;FAC-2025-010398;CMD-010839;CLI-01921;2025-02-08;2025-03-10;2025-02-24;609.35;731.22;payée;Carte
FAC-010399;FAC-2025-010399;CMD-010840;CLI-00850;2025-02-06;2025-03-08;2025-03-20;1402.35;1682.82;payée;Prélèvement
FAC-010400;FAC-2025-010400;CMD-010841;CLI-02255;2025-02-05;2025-03-07;2025-02-22;3519.4;4223.28;payée;Chèque
FAC-010401;FAC-2025-010401;CMD-010842;CLI-01733;2025-02-03;2025-03-05;2025-03-04;4395.44;5274.53;payée;Virement
FAC-010402;FAC-2025-010402;CMD-010843;CLI-00975;2025-02-02;2025-03-04;2025-02-25;84.14;100.97;payée;Virement
FAC-010403;FAC-2025-010403;CMD-010844;CLI-02055;2025-01-30;2025-03-01;;1796.82;2156.18;en retard;Carte
FAC-010404;FAC-2025-010404;CMD-010845;CLI-01771;2025-02-08;2025-03-10;2025-03-05;874.83;1049.8;payée;Virement
FAC-010405;FAC-2025-010405;CMD-010846;CLI-01870;2025-02-06;2025-03-08;2025-03-05;5469.69;6563.63;payée;Carte
FAC-010406;FAC-2025-010406;CMD-010847;CLI-01133;2025-02-04;2025-03-06;2025-03-03;429.07;514.88;payée;Virement
FAC-010407;FAC-2025-010407;CMD-010848;CLI-01620;2025-01-30;2025-03-01;2025-02-27;6089.48;7307.38;payée;Virement
FAC-010408;FAC-2025-010408;CMD-010849;CLI-00233;2025-02-04;2025-03-06;2025-02-19;396.19;475.43;payée;Prélèvement
FAC-010409;FAC-2025-010409;CMD-010850;CLI-00469;2025-02-16;2025-03-18;2025-03-31;18108;21729.6;payée;Virement
FAC-010410;FAC-2025-010410;CMD-010851;CLI-01662;2025-02-02;2025-03-04;2025-02-23;878.8;1054.56;payée;Virement
FAC-010411;FAC-2025-010411;CMD-010852;CLI-01703;2025-02-14;2025-03-16;;168.57;202.28;en retard;Virement
FAC-010412;FAC-2025-010412;CMD-010853;CLI-02039;2025-02-01;2025-03-03;2025-02-27;169.56;203.47;payée;Chèque
FAC-010413;FAC-2025-010413;CMD-010854;CLI-00301;2025-02-02;2025-03-04;2025-02-15;427.5;513;payée;Virement
FAC-010414;FAC-2025-010414;CMD-010855;CLI-00013;2025-02-08;2025-03-10;2025-03-02;794.19;953.03;payée;Prélèvement
FAC-010415;FAC-2025-010415;CMD-010856;CLI-01651;2025-02-02;2025-03-04;2025-04-17;4802.86;5763.43;payée;Prélèvement
FAC-010416;FAC-2025-010416;CMD-010857;CLI-00041;2025-02-11;2025-03-13;2025-03-10;4789.22;5747.06;payée;Virement
FAC-010417;FAC-2025-010417;CMD-010858;CLI-02464;2025-01-28;2025-02-27;2025-04-13;126.96;152.35;payée;Carte
FAC-010418;FAC-2025-010418;CMD-010859;CLI-00848;2025-02-04;2025-03-06;2025-03-04;16614.07;19936.88;payée;Carte
FAC-010419;FAC-2025-010419;CMD-010860;CLI-02356;2025-02-12;2025-03-14;;267.78;321.34;en retard;Virement
FAC-010420;FAC-2025-010420;CMD-010861;CLI-01851;2025-01-31;2025-03-02;2025-03-24;5276.53;6331.84;payée;Chèque
FAC-010421;FAC-2025-010421;CMD-010862;CLI-00140;2025-02-10;2025-03-12;2025-03-31;1782.85;2139.42;payée;Prélèvement
FAC-010422;FAC-2025-010422;CMD-010863;CLI-01130;2025-02-06;2025-03-08;2025-03-05;14.12;16.94;payée;Prélèvement
FAC-010423;FAC-2025-010423;CMD-010864;CLI-01979;2025-02-09;2025-03-11;2025-03-07;14259.41;17111.29;payée;Carte
FAC-010424;FAC-2025-010424;CMD-010865;CLI-01831;2025-01-30;2025-03-01;2025-02-22;34.3;41.16;payée;Carte
FAC-010425;FAC-2025-010425;CMD-010866;CLI-01111;2025-02-16;2025-03-18;2025-03-06;828.74;994.49;payée;Carte
FAC-010426;FAC-2025-010426;CMD-010867;CLI-00444;2025-02-03;2025-03-05;2025-02-18;5919.9;7103.88;payée;Prélèvement
FAC-010427;FAC-2025-010427;CMD-010868;CLI-01042;2025-02-10;2025-03-12;;21732.47;26078.96;en retard;Carte
FAC-010428;FAC-2025-010428;CMD-010869;CLI-01797;2025-02-15;2025-03-17;2025-03-26;14247.94;17097.53;payée;Prélèvement
FAC-010429;FAC-2025-010429;CMD-010870;CLI-00925;2025-02-09;2025-03-11;2025-03-21;5664.46;6797.35;payée;Prélèvement
FAC-010430;FAC-2025-010430;CMD-010871;CLI-00050;2025-02-03;2025-03-05;2025-02-27;340.79;408.95;payée;Chèque
FAC-010431;FAC-2025-010431;CMD-010872;CLI-01686;2025-02-08;2025-03-10;2025-02-28;772.8;927.36;payée;Chèque
FAC-010432;FAC-2025-010432;CMD-010873;CLI-00906;2025-02-02;2025-03-04;2025-02-12;1943.97;2332.76;payée;Virement
FAC-010433;FAC-2025-010433;CMD-010874;CLI-01685;2025-02-03;2025-03-05;;10462.5;12555;en retard;Virement
FAC-010434;FAC-2025-010434;CMD-010875;CLI-02273;2025-02-01;2025-03-03;2025-02-17;296.64;355.97;payée;Chèque
FAC-010435;FAC-2025-010435;CMD-010876;CLI-00473;2025-02-09;2025-03-11;2025-03-02;2939.63;3527.56;payée;Prélèvement
FAC-010436;FAC-2025-010436;CMD-010877;CLI-02394;2025-02-04;2025-03-06;2025-02-14;3977.76;4773.31;payée;Prélèvement
FAC-010437;FAC-2025-010437;CMD-010878;CLI-02144;2025-01-30;2025-03-01;2025-02-18;3928.65;4714.38;payée;Virement
FAC-010438;FAC-2025-010438;CMD-010879;CLI-01947;2025-02-06;2025-03-08;2025-04-27;637.52;765.02;payée;Prélèvement
FAC-010439;FAC-2025-010439;CMD-010880;CLI-00223;2025-02-17;2025-03-19;2025-03-17;1850.2;2220.24;payée;Prélèvement
FAC-010440;FAC-2025-010440;CMD-010881;CLI-01537;2025-02-05;2025-03-07;2025-03-04;228.03;273.64;payée;Prélèvement
FAC-010441;FAC-2025-010441;CMD-010882;CLI-00561;2025-02-10;2025-03-12;2025-02-26;125.06;150.07;payée;Prélèvement
FAC-010442;FAC-2025-010442;CMD-010883;CLI-01039;2025-02-14;2025-03-16;2025-03-06;13820.83;16585;payée;Virement
FAC-010443;FAC-2025-010443;CMD-010884;CLI-01759;2025-02-15;2025-03-17;2025-03-07;116.7;140.04;payée;Prélèvement
FAC-010444;FAC-2025-010444;CMD-010885;CLI-01995;2025-02-01;2025-03-03;2025-04-28;2611.6;3133.92;payée;Carte
FAC-010445;FAC-2025-010445;CMD-010886;CLI-02180;2025-02-03;2025-03-05;2025-02-18;3629.46;4355.35;payée;Virement
FAC-010446;FAC-2025-010446;CMD-010887;CLI-02135;2025-02-03;2025-03-05;2025-05-24;5628.14;6753.77;payée;Carte
FAC-010447;FAC-2025-010447;CMD-010888;CLI-00061;2025-02-12;2025-03-14;2025-03-25;146;175.2;payée;Chèque
FAC-010448;FAC-2025-010448;CMD-010889;CLI-00068;2025-02-06;2025-03-08;;5930.53;7116.64;en retard;Carte
FAC-010449;FAC-2025-010449;CMD-010890;CLI-01113;2025-02-09;2025-03-11;2025-04-28;1250.6;1500.72;payée;Carte
FAC-010450;FAC-2025-010450;CMD-010891;CLI-01269;2025-01-31;2025-03-02;2025-03-15;749.82;899.78;payée;Prélèvement
FAC-010451;FAC-2025-010451;CMD-010892;CLI-02260;2025-02-18;2025-03-20;2025-03-14;0;0;payée;Prélèvement
FAC-010452;FAC-2025-010452;CMD-010893;CLI-02347;2025-02-21;2025-03-23;2025-03-22;296.65;355.98;payée;Chèque
FAC-010453;FAC-2025-010453;CMD-010894;CLI-01380;2025-02-16;2025-03-18;2025-02-27;4468.92;5362.7;payée;Virement
FAC-010454;FAC-2025-010454;CMD-010895;CLI-02044;2025-02-17;2025-03-19;2025-02-27;18726.09;22471.31;payée;Chèque
FAC-010455;FAC-2025-010455;CMD-010896;CLI-02243;2025-02-14;2025-03-16;2025-03-12;1969.8;2363.76;payée;Carte
FAC-010456;FAC-2025-010456;CMD-010897;CLI-00251;2025-02-05;2025-03-07;2025-02-19;140.7;168.84;payée;Prélèvement
FAC-010457;FAC-2025-010457;CMD-010898;CLI-01717;2025-02-01;2025-03-03;2025-02-11;345.91;415.09;payée;Carte
FAC-010458;FAC-2025-010458;CMD-010899;CLI-02468;2025-02-21;2025-03-23;;1195.15;1434.18;en retard;Virement
FAC-010459;FAC-2025-010459;CMD-010900;CLI-01934;2025-02-02;2025-03-04;2025-04-30;16909.1;20290.92;payée;Carte
FAC-010460;FAC-2025-010460;CMD-010901;CLI-00833;2025-02-06;2025-03-08;2025-03-02;2952.36;3542.83;payée;Prélèvement
FAC-010461;FAC-2025-010461;CMD-010902;CLI-01732;2025-02-05;2025-03-07;2025-02-24;272.19;326.63;payée;Carte
FAC-010462;FAC-2025-010462;CMD-010903;CLI-00084;2025-02-09;2025-03-11;2025-03-16;279.55;335.46;payée;Virement
FAC-010463;FAC-2025-010463;CMD-010904;CLI-00161;2025-02-10;2025-03-12;2025-03-08;130.86;157.03;payée;Carte
FAC-010464;FAC-2025-010464;CMD-010905;CLI-01174;2025-02-17;2025-03-19;2025-03-14;3117.07;3740.48;payée;Carte
FAC-010465;FAC-2025-010465;CMD-010906;CLI-00091;2025-02-15;2025-03-17;;1979.13;2374.96;en retard;Chèque
FAC-010466;FAC-2025-010466;CMD-010907;CLI-02175;2025-02-07;2025-03-09;2025-02-20;2145.22;2574.26;payée;Virement
FAC-010467;FAC-2025-010467;CMD-010908;CLI-02377;2025-02-18;2025-03-20;2025-03-16;432.19;518.63;payée;Virement
FAC-010468;FAC-2025-010468;CMD-010909;CLI-01947;2025-02-06;2025-03-08;2025-02-16;7.21;8.65;payée;Virement
FAC-010469;FAC-2025-010469;CMD-010910;CLI-01776;2025-02-19;2025-03-21;2025-03-11;5226.6;6271.92;payée;Carte
FAC-010470;FAC-2025-010470;CMD-010911;CLI-02126;2025-02-21;2025-03-23;2025-03-26;6641.25;7969.5;payée;Carte
FAC-010471;FAC-2025-010471;CMD-010912;CLI-02290;2025-02-12;2025-03-14;2025-05-26;21708.1;26049.72;payée;Prélèvement
FAC-010472;FAC-2025-010472;CMD-010913;CLI-00977;2025-02-05;2025-03-07;2025-02-25;237.68;285.22;payée;Chèque
FAC-010473;FAC-2025-010473;CMD-010914;CLI-00472;2025-02-03;2025-03-05;2025-02-27;244.92;293.9;payée;Virement
FAC-010474;FAC-2025-010474;CMD-010915;CLI-01257;2025-02-11;2025-03-13;2025-03-05;845.28;1014.34;payée;Carte
FAC-010475;FAC-2025-010475;CMD-010916;CLI-01484;2025-02-08;2025-03-10;2025-02-28;2815.56;3378.67;payée;Prélèvement
FAC-010476;FAC-2025-010476;CMD-010917;CLI-01388;2025-02-19;2025-03-21;2025-03-23;7.3;8.76;payée;Virement
FAC-010477;FAC-2025-010477;CMD-010918;CLI-00993;2025-02-14;2025-03-16;2025-03-10;1282.56;1539.07;payée;Virement
