id_commande;reference;id_client;id_site;id_commercial;canal;date_commande;date_livraison_prevue;date_livraison_reelle;statut;nombre_lignes;montant_ht;remise_pct;montant_ttc;devise
CMD-011243;C2025-011243;CLI-01277;SIT-01595;COM-0017;Web;2025-02-12;2025-02-20;2025-02-21;livrée;1;373.96;0;448.75;EUR
CMD-011244;C2025-011244;CLI-02478;SIT-03117;COM-0060;Appel d’offres;2025-02-12;2025-02-18;2025-02-16;livrée;2;17532.57;0;21039.08;EUR
CMD-011245;C2025-011245;CLI-01547;SIT-01950;COM-0025;Agence;2025-02-12;2025-02-19;2025-02-25;livrée;5;4935.7;0;5922.84;EUR
CMD-011246;C2025-011246;CLI-01710;SIT-02152;COM-0046;Appel d’offres;12/02/2025;2025-02-16;2025-02-14;livrée;4;1330.46;5;1596.55;EUR
CMD-011247;C2025-011247;CLI-02124;SIT-02668;COM-0057;Web;2025-02-12;2025-02-26;2025-02-27;livrée;2;890.28;0;1068.34;EUR
CMD-011248;C2025-011248;CLI-00991;SIT-01236;COM-0041;Agence;2025-02-12;2025-02-27;2025-03-05;livrée;4;22868.71;10;27442.45;EUR
CMD-011249;C2025-011249;CLI-02349;;COM-0021;Web;2025-02-12;2025-02-25;2025-02-23;livrée;3;2080.3;0;2496.36;EUR
CMD-011250;C2025-011250;CLI-99531;SIT-03080;COM-0042;Partenaire;2025-02-12;2025-02-19;2025-03-02;livrée;2;386.96;0;464.35;EUR
CMD-011251;C2025-011251;CLI-00200;SIT-00260;COM-0049;Téléphone;2025-02-12;2025-02-17;2025-02-18;livrée;2;3357.87;0;4029.44;EUR
CMD-011252;C2025-011252;CLI-01002;SIT-01248;COM-0059;Appel d’offres;2025-02-12;2025-02-17;2025-02-15;livrée;1;243.67;0;292.4;EUR
CMD-011253;C2025-011253;CLI-02270;SIT-02860;COM-0042;Partenaire;2025-02-12;2025-02-27;2025-03-02;livrée;2;3510.64;0;4212.77;EUR
CMD-011254;C2025-011254;CLI-01926;;COM-0056;Appel d’offres;2025-02-12;2025-02-18;2025-02-26;livrée;5;1429.79;0;1715.75;EUR
CMD-011255;C2025-011255;CLI-01648;;COM-0004;Téléphone;2025-02-12;2025-02-25;2025-03-09;livrée;4;14570.93;0;17485.12;EUR
CMD-011256;C2025-011256;CLI-00009;SIT-00009;COM-0059;Agence;2025-02-12;2025-02-17;2025-02-18;livrée;1;221.36;0;265.63;EUR
CMD-011257;C2025-011257;CLI-00234;SIT-00297;COM-0027;Appel d’offres;2025-02-12;2025-02-18;2025-02-26;livrée;1;191.61;5;229.93;EUR
CMD-011258;C2025-011258;CLI-02329;SIT-02915;COM-0013;Appel d’offres;2025-02-12;2025-02-17;2025-02-26;livrée;3;6506.91;0;7808.29;EUR
CMD-011259;C2025-011259;CLI-00965;SIT-01198;COM-0036;Téléphone;2025-02-12;2025-02-24;2025-02-27;livrée;2;450.08;2;540.1;EUR
CMD-011260;C2025-011260;CLI-01187;SIT-01487;COM-0054;Appel d’offres;2025-02-12;2025-02-18;2025-03-01;livrée;2;13964.75;0;16757.7;EUR
CMD-011261;C2025-011261;CLI-00430;;COM-0007;Appel d’offres;2025-02-12;2025-02-27;2025-02-28;livrée;3;5365.26;5;6438.31;EUR
CMD-011262;C2025-011262;CLI-02331;SIT-02921;COM-0003;Partenaire;2025-02-12;2025-02-26;2025-03-08;livrée;5;5074.01;0;6088.81;EUR
CMD-011263;C2025-011263;CLI-01538;SIT-01938;COM-0024;Téléphone;2025-02-13;2025-02-28;2025-03-07;livrée;3;804.62;0;965.54;EUR
CMD-011264;C2025-011264;CLI-00295;;COM-0007;Appel d’offres;2025-02-13;2025-02-18;2025-02-16;livrée;1;8286.08;2;9943.3;EUR
CMD-011265;C2025-011265;CLI-02483;SIT-03123;COM-0020;Téléphone;2025-02-13;2025-02-19;2025-02-26;livrée;2;232.45;0;278.94;EUR
CMD-011266;C2025-011266;CLI-01049;SIT-01301;COM-0025;Partenaire;2025-02-13;2025-02-19;2025-02-28;livrée;4;17815.49;0;21378.59;EUR
CMD-011267;C2025-011267;CLI-02456;SIT-03091;COM-0037;Appel d’offres;2025-02-13;2025-02-20;2025-02-26;livrée;2;421.4;0;505.68;EUR
CMD-011268;C2025-011268;CLI-00007;SIT-00007;COM-0045;Téléphone;2025-02-13;2025-02-23;2025-02-27;livrée;1;2152.68;0;2583.22;EUR
CMD-011269;C2025-011269;CLI-00364;SIT-00443;COM-0059;Appel d’offres;2025-02-13;2025-02-23;2025-02-27;livrée;2;2399.4;0;2879.28;EUR
CMD-011270;C2025-011270;CLI-01110;;COM-0016;Téléphone;2025-02-13;2025-02-21;2025-02-19;livrée;5;15432.24;0;18518.69;EUR
CMD-011271;C2025-011271;CLI-01497;SIT-01883;COM-0001;Partenaire;2025-02-13;2025-02-23;2025-02-21;livrée;1;20.89;0;25.07;EUR
CMD-011272;C2025-011272;CLI-00512;SIT-00628;COM-0008;Partenaire;2025-02-13;2025-02-24;2025-02-28;livrée;3;628.68;0;754.42;EUR
CMD-011273;C2025-011273;CLI-01985;SIT-02479;COM-0049;Agence;2025-02-13;2025-02-27;2025-03-08;livrée;3;250.18;0;300.22;EUR
CMD-011274;C2025-011274;CLI-02366;SIT-02966;COM-0046;Agence;2025-02-13;2025-02-19;2025-02-25;livrée;1;10613.81;0;12736.57;EUR
CMD-011275;C2025-011275;CLI-00701;SIT-00866;COM-0037;Web;2025-02-13;2025-02-25;2025-02-28;livrée;4;31640.23;0;37968.28;EUR
CMD-011276;C2025-011276;CLI-01002;SIT-01248;COM-0059;Web;2025-02-13;2025-02-25;2025-02-25;livrée;1;91.05;0;109.26;EUR
CMD-011277;C2025-011277;CLI-01062;;COM-0001;Appel d’offres;2025-02-13;2025-02-18;2025-03-01;livrée;4;1176.69;0;1412.03;EUR
CMD-011278;C2025-011278;CLI-01283;SIT-01606;COM-0012;Appel d’offres;2025-02-13;2025-02-21;;annulée;6;8982.47;10;10778.96;EUR
CMD-011279;C2025-011279;CLI-01707;SIT-02149;COM-0012;Agence;2025-02-14;2025-02-25;2025-03-02;livrée;4;4292.91;5;5151.49;EUR
CMD-011280;C2025-011280;CLI-00540;;COM-0026;Téléphone;2025-02-14;2025-02-21;2025-03-05;livrée;1;2390.88;5;2869.06;EUR
CMD-011281;C2025-011281;CLI-02051;SIT-02565;COM-0011;Partenaire;2025-02-14;2025-02-20;2025-03-01;Annulee;4;1345.72;0;1614.86;EUR
CMD-011282;C2025-011282;CLI-01510;SIT-01902;COM-0040;Partenaire;2025-02-14;2025-02-19;2025-02-21;livrée;5;4216;0;5059.2;EUR
CMD-011283;C2025-011283;CLI-01181;SIT-01478;COM-0009;Agence;2025-02-14;2025-02-25;2025-03-05;livrée;2;1564.17;0;1877;EUR
CMD-011284;C2025-011284;CLI-00132;SIT-00162;COM-0056;Appel d’offres;2025-02-14;2025-02-28;2025-03-10;livrée;3;3158.42;0;3790.1;EUR
CMD-011285;C2025-011285;CLI-00300;SIT-00365;COM-0022;Appel d’offres;2025-02-14;2025-02-22;2025-02-21;livrée;2;68.16;0;81.79;EUR
CMD-011286;C2025-011286;CLI-01951;;COM-0039;Téléphone;2025-02-14;2025-02-28;2025-03-02;en cours;2;50.57;0;60.68;EUR
CMD-011287;C2025-011287;CLI-01013;;COM-0055;Web;2025-02-14;2025-02-23;2025-02-23;livrée;3;578.18;10;693.82;EUR
CMD-011288;C2025-011288;CLI-01317;;COM-0020;Appel d’offres;2025-02-14;2025-02-24;2025-02-23;livrée;2;4694.76;0;5633.71;EUR
CMD-011289;C2025-011289;CLI-02302;SIT-02891;COM-0039;Agence;2025-02-14;2025-02-24;;Annulee;1;109.15;0;130.98;EUR
CMD-011290;C2025-011290;CLI-00436;SIT-00526;COM-0008;Appel d’offres;2025-02-14;2025-02-24;2025-03-06;livrée;4;11385.14;5;13662.17;EUR
CMD-011291;C2025-011291;CLI-00482;SIT-00586;COM-0003;Agence;2025-02-14;2025-02-26;2025-03-08;livrée;3;7385.97;10;8863.16;EUR
CMD-011292;C2025-011292;CLI-00691;SIT-00851;COM-0053;Web;2025-02-14;2025-02-18;2025-01-30;livrée;2;3040.06;0;3648.07;EUR
CMD-011293;C2025-011293;CLI-01730;SIT-02178;COM-0012;Téléphone;2025-02-14;2025-02-27;2025-02-25;livrée;2;3230.8;5;3876.96;EUR
CMD-011294;C2025-011294;CLI-02188;SIT-02767;COM-0017;Agence;2025-02-14;2025-02-28;2025-02-26;livrée;4;26826.56;0;32191.87;EUR
CMD-011295;C2025-011295;CLI-01974;;COM-0036;Agence;2025-02-14;2025-03-01;2025-03-06;livrée;3;5666.32;0;6799.58;EUR
CMD-011296;C2025-011296;CLI-01158;SIT-01442;COM-0048;Partenaire;2025-02-14;2025-02-18;2025-03-02;livrée;6;6165.85;0;7399.02;EUR
CMD-011297;C2025-011297;CLI-01069;SIT-01325;COM-0025;Partenaire;2025-02-14;2025-02-27;2025-03-02;livrée;1;3203.22;0;3843.86;EUR
CMD-011298;C2025-011298;CLI-01255;SIT-01568;COM-0041;Agence;2025-02-14;2025-02-22;2025-02-20;livrée;3;5062.16;0;6074.59;EUR
CMD-011299;C2025-011299;CLI-00183;SIT-00232;COM-0035;Téléphone;2025-02-14;2025-02-17;2025-02-28;livrée;1;83.49;0;100.19;EUR
CMD-011300;C2025-011300;CLI-00526;SIT-00640;COM-0033;Partenaire;2025-02-14;2025-02-19;2025-02-17;livrée;2;208.41;0;250.09;EUR
CMD-011301;C2025-011301;CLI-02431;SIT-03058;COM-0040;Téléphone;2025-02-15;2025-02-23;2025-02-27;livrée;3;3579.2;5;4295.04;EUR
CMD-011302;C2025-011302;CLI-00474;SIT-00575;COM-0004;Agence;2025-02-15;2025-02-21;2025-02-21;livrée;3;6342.41;10;7610.89;EUR
CMD-011303;C2025-011303;CLI-02125;SIT-02669;COM-0008;Appel d’offres;2025-02-15;2025-02-28;2025-03-08;livrée;3;947.18;0;1136.62;EUR
CMD-011304;C2025-011304;CLI-01033;SIT-01285;COM-0048;Web;2025-02-15;2025-03-01;2025-03-08;livrée;2;3659.12;0;4390.94;EUR
CMD-011305;C2025-011305;CLI-00597;;COM-0001;Partenaire;2025-02-15;2025-02-28;2025-03-09;livrée;6;19037.06;0;22844.47;EUR
CMD-011306;C2025-011306;CLI-01216;SIT-01515;COM-0015;Web;2025-02-15;2025-02-26;2025-03-09;livrée;2;1325.49;0;1590.59;EUR
CMD-011307;C2025-011307;CLI-00627;;COM-0030;Agence;2025-02-15;2025-02-20;2025-02-27;livrée;3;12461.4;0;14953.68;EUR
CMD-011308;C2025-011308;CLI-00914;;COM-0026;Appel d’offres;2025-02-15;2025-03-02;;annulée;2;107.12;5;128.54;EUR
CMD-011309;C2025-011309;CLI-02012;SIT-02514;COM-0003;Web;2025-02-15;2025-02-24;2025-03-05;livrée;3;4688.65;0;5626.38;EUR
CMD-011310;C2025-011310;CLI-01166;SIT-01455;COM-0058;Appel d’offres;2025-02-16;2025-02-25;2025-03-02;livrée;4;26744.63;0;32093.56;EUR
CMD-011311;C2025-011311;CLI-00683;SIT-00836;COM-0042;Partenaire;2025-02-16;2025-02-26;;annulée;3;9364.89;0;11237.87;EUR
CMD-011312;C2025-011312;CLI-01873;;COM-0012;Agence;2025-02-16;2025-02-26;2025-03-07;livrée;5;4907.76;10;5889.31;EUR
CMD-011313;C2025-011313;CLI-01429;SIT-01796;COM-0038;Partenaire;2025-02-16;2025-02-19;2025-02-22;livrée;4;13527.43;0;16232.92;EUR
CMD-011314;C2025-011314;CLI-01312;;COM-0004;Partenaire;2025-02-16;2025-02-24;2025-02-23;livrée;2;2472.79;0;2967.35;EUR
CMD-011315;C2025-011315;CLI-01263;SIT-01579;COM-0049;Appel d’offres;2025-02-16;2025-03-01;2025-03-04;livrée;4;20822.5;0;24987;EUR
CMD-011316;C2025-011316;CLI-01424;SIT-01787;COM-0036;Agence;2025-02-17;2025-02-20;2025-02-25;livrée;3;7430.79;2;8916.95;EUR
CMD-011317;C2025-011317;CLI-00728;SIT-00905;COM-0002;Agence;2025-02-17;2025-02-28;;annulée;4;352.68;0;423.22;EUR
CMD-011318;C2025-011318;CLI-00596;SIT-00731;COM-0001;Agence;2025-02-17;2025-02-24;2025-03-06;livrée;1;152.11;0;182.53;EUR
CMD-011319;C2025-011319;CLI-01786;SIT-02243;COM-0018;Agence;2025-02-17;2025-03-04;2025-03-03;livrée;2;708.54;2;850.25;EUR
CMD-011320;C2025-011320;CLI-00276;SIT-00340;COM-0025;Agence;2025-02-17;2025-02-28;2025-02-26;livrée;3;1068.86;0;1282.63;EUR
CMD-011321;C2025-011321;CLI-00777;SIT-00950;COM-0057;Agence;17/02/2025;2025-02-27;2025-03-08;livrée;6;12436.89;0;14924.27;EUR
CMD-011322;C2025-011322;CLI-01074;SIT-01332;COM-0014;Web;2025-02-17;2025-03-01;2025-03-04;livrée;1;423.02;0;507.62;EUR
CMD-011323;C2025-011323;CLI-99668;SIT-00511;COM-0047;Agence;2025-02-17;2025-03-04;2025-03-04;livrée;2;289.18;0;347.02;EUR
CMD-011324;C2025-011324;CLI-01024;SIT-01272;COM-0004;Agence;2025-02-17;2025-02-28;2025-03-12;livrée;2;610.03;0;732.04;EUR
CMD-011325;C2025-011325;CLI-00893;SIT-01105;COM-0003;Téléphone;2025-02-17;2025-02-25;2025-02-23;livrée;4;1603.38;0;1924.06;EUR
CMD-011326;C2025-011326;CLI-00994;;COM-0003;Téléphone;2025-02-17;2025-02-22;;annulée;3;10130.7;0;12156.84;EUR
CMD-011327;C2025-011327;CLI-00683;SIT-00836;COM-0042;Agence;2025-02-17;2025-02-28;;annulée;3;2415.9;0;2899.08;EUR
CMD-011328;C2025-011328;CLI-01502;SIT-01888;COM-0022;Téléphone;2025-02-17;2025-02-22;2025-03-02;livrée;2;26887.38;0;32264.86;EUR
CMD-011329;C2025-011329;CLI-00986;;COM-0008;Appel d’offres;2025-02-17;2025-03-03;2025-03-13;livrée;3;1779.09;0;2134.91;EUR
CMD-011330;C2025-011330;CLI-00888;SIT-01102;COM-0042;Appel d’offres;2025-02-17;2025-02-25;2025-03-09;livrée;5;18813.61;0;22576.33;EUR
CMD-011331;C2025-011331;CLI-00002;SIT-00001;COM-0044;Agence;2025-02-17;2025-02-21;;annulée;2;11135.48;0;13362.58;EUR
CMD-011332;C2025-011332;CLI-01847;SIT-02308;COM-0058;Web;2025-02-17;2025-03-04;2025-03-07;livrée;3;4400.55;5;5280.66;EUR
CMD-011333;C2025-011333;CLI-01115;;COM-0017;Téléphone;2025-02-17;2025-03-04;2025-03-06;livrée;4;3368.42;0;4042.1;EUR
CMD-011334;C2025-011334;CLI-00149;SIT-00190;COM-0033;Appel d’offres;2025-02-17;2025-03-01;2025-02-28;livrée;1;1121.15;2;1345.38;EUR
CMD-011335;C2025-011335;CLI-02108;;COM-0034;Agence;2025-02-17;2025-02-28;2025-03-12;livrée;2;224.28;2;269.14;EUR
CMD-011336;C2025-011336;CLI-00292;;COM-0057;Partenaire;2025-02-17;2025-02-25;2025-02-23;livrée;1;4005.17;2;4806.2;EUR
CMD-011337;C2025-011337;CLI-02059;SIT-02580;COM-0024;Téléphone;2025-02-18;2025-02-27;2025-03-07;livrée;1;82.58;0;99.1;EUR
CMD-011338;C2025-011338;CLI-02158;SIT-02717;COM-0050;Agence;2025-02-18;2025-02-27;2025-03-03;livrée;4;1585.95;0;1903.14;EUR
CMD-011339;C2025-011339;CLI-00279;SIT-00345;COM-0014;Appel d’offres;2025-02-18;2025-02-26;;annulée;3;1679.38;0;2015.26;EUR
CMD-011340;C2025-011340;CLI-00606;SIT-00740;COM-0009;Web;2025-02-18;2025-02-28;2025-03-12;livrée;2;17640.1;0;21168.12;EUR
CMD-011341;C2025-011341;CLI-02339;SIT-02929;COM-0010;Web;2025-02-18;2025-02-21;2025-03-04;livrée;2;1776.36;0;2131.63;EUR
CMD-011342;C2025-011342;CLI-00281;;COM-0057;Agence;2025-02-18;2025-03-02;2025-02-28;livrée;1;355.18;2;426.22;EUR
CMD-011343;C2025-011343;CLI-01801;;COM-0010;Partenaire;2025-02-18;2025-02-27;2025-02-25;livrée;1;267.68;0;321.22;EUR
CMD-011344;C2025-011344;CLI-00380;SIT-00465;COM-0005;Agence;2025-02-18;2025-03-04;2025-03-07;livrée;2;1854.71;0;2225.65;EUR
CMD-011345;C2025-011345;CLI-00127;SIT-00153;COM-0019;Téléphone;2025-02-18;2025-02-23;2025-02-22;livrée;2;2705.53;0;3246.64;EUR
CMD-011346;C2025-011346;CLI-01085;;COM-0033;Agence;2025-02-18;2025-03-03;2025-03-04;livrée;4;4877.46;0;5852.95;EUR
CMD-011347;C2025-011347;CLI-00080;SIT-00090;COM-0007;Web;2025-02-18;2025-02-21;2025-02-20;livrée;1;31.13;0;37.36;EUR
CMD-011348;C2025-011348;CLI-02140;SIT-02693;COM-0036;Téléphone;2025-02-18;2025-02-24;2025-03-01;livrée;1;65.95;10;79.14;EUR
CMD-011349;C2025-011349;CLI-00867;SIT-01074;COM-0043;Appel d’offres;2025-02-18;2025-02-24;2025-03-06;livrée;1;-6960.65;0;-8352.78;EUR
CMD-011350;C2025-011350;CLI-02161;SIT-02722;COM-0037;Partenaire;2025-02-18;2025-03-05;2025-03-09;livrée;2;641.55;0;769.86;EUR
CMD-011351;C2025-011351;CLI-02089;SIT-02624;COM-0003;Partenaire;2025-02-18;2025-02-27;2025-03-07;livrée;1;5178.8;0;6214.56;EUR
CMD-011352;C2025-011352;CLI-00154;SIT-00194;COM-0017;Appel d’offres;2025-02-19;2025-02-25;2025-03-08;livrée;2;242.02;0;290.42;EUR
CMD-011353;C2025-011353;CLI-02127;SIT-02671;COM-0022;Agence;2025-02-19;2025-03-04;2025-03-14;livrée;1;20.34;0;24.41;EUR
CMD-011354;C2025-011354;CLI-01682;;COM-0054;Agence;2025-02-19;2025-02-24;2025-03-07;livrée;5;8438.98;0;10126.78;EUR
CMD-011355;C2025-011355;CLI-01507;SIT-01897;COM-0039;Appel d’offres;2025-02-19;2025-02-25;2025-03-01;en cours;1;2419.61;0;2903.53;EUR
CMD-011356;C2025-011356;CLI-01016;SIT-01262;COM-0002;Téléphone;2025-02-19;2025-03-05;2025-03-03;livrée;1;2759.18;0;3311.02;EUR
CMD-011357;C2025-011357;CLI-00439;SIT-00529;COM-0037;Appel d’offres;2025-02-19;2025-02-27;2025-03-03;livrée;2;521.61;0;625.93;EUR
CMD-011358;C2025-011358;CLI-01916;;COM-0052;Appel d’offres;2025-02-19;2025-03-04;2025-03-08;livrée;3;6873.2;0;8247.84;EUR
CMD-011359;C2025-011359;CLI-00906;;COM-0001;Appel d’offres;19/02/2025;2025-02-27;2025-03-05;livrée;2;343.68;0;412.42;EUR
CMD-011360;C2025-011360;CLI-02436;SIT-03063;COM-0059;Appel d’offres;2025-02-19;2025-03-04;2025-03-04;livrée;4;2711.23;0;3253.48;EUR
CMD-011361;C2025-011361;CLI-01602;SIT-02018;COM-0030;Web;2025-02-19;2025-02-28;2025-03-05;livrée;3;4887.39;0;5864.87;EUR
CMD-011362;C2025-011362;CLI-02230;;COM-0031;Partenaire;2025-02-19;2025-03-06;;annulée;6;6111.42;0;7333.7;EUR
CMD-011363;C2025-011363;CLI-02442;;COM-0040;Agence;2025-02-19;2025-02-25;2025-03-09;livrée;2;3542.94;0;4251.53;EUR
CMD-011364;C2025-011364;CLI-00123;SIT-00147;COM-0050;Appel d’offres;2025-02-19;2025-02-24;2025-03-01;livrée;2;1234.97;0;1481.96;EUR
CMD-011365;C2025-011365;CLI-01139;SIT-01409;COM-0003;Appel d’offres;2025-02-19;2025-03-03;2025-03-08;livrée;1;811.44;0;973.73;EUR
CMD-011366;C2025-011366;CLI-00427;SIT-00517;COM-0004;Appel d’offres;2025-02-19;2025-02-23;2025-02-28;livrée;2;2286.81;0;2744.17;EUR
CMD-011367;C2025-011367;CLI-00054;SIT-00067;COM-0044;Téléphone;2025-02-19;2025-03-01;2025-03-11;livrée;2;264.12;2;316.94;EUR
CMD-011368;C2025-011368;CLI-00003;SIT-00003;COM-0031;Agence;2025-02-19;2025-02-23;2025-03-01;livrée;1;308.09;5;369.71;EUR
CMD-011369;C2025-011369;CLI-01091;SIT-01355;COM-0002;Agence;2025-02-19;2025-03-04;2025-03-10;livrée;3;3524.22;0;4229.06;EUR
CMD-011370;C2025-011370;CLI-00354;;COM-0027;Appel d’offres;2025-02-19;2025-02-25;;annulée;3;2072.41;0;2486.89;EUR
CMD-011371;C2025-011371;CLI-00830;SIT-01018;COM-0030;Web;19/02/2025;2025-02-24;2025-02-24;livrée;2;933.13;0;1119.76;EUR
CMD-011372;C2025-011372;CLI-00453;SIT-00549;COM-0005;Agence;2025-02-19;2025-03-06;2025-03-18;livrée;4;7209.81;5;8651.77;EUR
CMD-011373;C2025-011373;CLI-01297;SIT-01626;COM-0036;Web;2025-02-19;2025-02-24;2025-02-27;livrée;3;6960;0;8352;EUR
CMD-011374;C2025-011374;CLI-00412;;COM-0038;Appel d’offres;2025-02-19;2025-02-22;2025-02-27;livrée;1;18.48;10;22.18;EUR
CMD-011375;C2025-011375;CLI-00517;SIT-00636;COM-0028;Appel d’offres;2025-02-19;2025-03-05;2025-03-10;livrée;4;939.09;0;1126.91;EUR
CMD-011376;C2025-011376;CLI-00585;;COM-0012;Partenaire;2025-02-19;2025-03-03;2025-03-06;livrée;3;2849.43;0;3419.32;EUR
CMD-011377;C2025-011377;CLI-01502;SIT-01889;COM-0039;Partenaire;2025-02-19;2025-03-02;;annulée;6;7927.2;2;9512.64;EUR
CMD-011378;C2025-011378;CLI-02303;SIT-02893;COM-0011;Partenaire;2025-02-19;2025-02-22;2025-02-27;livrée;4;18537.73;2;22245.28;EUR
CMD-011379;C2025-011379;CLI-00295;;COM-0007;Web;2025-02-19;2025-02-22;2025-03-06;livrée;4;23864.17;0;28637;EUR
CMD-011380;C2025-011380;CLI-01665;;COM-0055;Web;2025-02-19;2025-02-27;2025-02-25;livrée;3;597.91;0;717.49;EUR
CMD-011381;C2025-011381;CLI-01738;SIT-02190;COM-0009;Agence;2025-02-19;2025-03-01;2025-03-02;livrée;3;11098.6;0;13318.32;EUR
CMD-011382;C2025-011382;CLI-01614;SIT-02030;COM-0008;Partenaire;19/02/2025;2025-02-27;2025-02-27;livrée;6;21185.95;0;25423.14;EUR
CMD-011383;C2025-011383;CLI-02080;;COM-0058;Téléphone;2025-02-19;2025-03-02;2025-03-01;livrée;6;11347.54;0;13617.05;EUR
CMD-011384;C2025-011384;CLI-00789;SIT-00968;COM-0014;Téléphone;2025-02-20;2025-03-04;2025-03-16;livrée;2;760;0;912;EUR
CMD-011385;C2025-011385;CLI-02204;SIT-02787;COM-0029;Partenaire;2025-02-20;2025-02-24;2025-03-04;livrée;3;10079.68;0;12095.62;EUR
CMD-011386;C2025-011386;CLI-01709;SIT-02151;COM-0037;Web;2025-02-20;2025-02-23;2025-02-24;livrée;5;8343.19;2;10011.83;EUR
CMD-011387;C2025-011387;CLI-02378;SIT-02986;COM-0006;Appel d’offres;2025-02-20;2025-03-01;2025-03-03;livrée;6;15907.5;10;19089;EUR
CMD-011388;C2025-011388;CLI-01988;SIT-02482;COM-0041;Agence;2025-02-20;2025-03-05;2025-03-05;livrée;1;196.02;0;235.22;EUR
CMD-011389;C2025-011389;CLI-00113;;COM-0024;Web;2025-02-20;2025-03-02;2025-03-12;livrée;2;326.22;0;391.46;EUR
CMD-011390;C2025-011390;CLI-00136;;COM-0034;Partenaire;2025-02-20;2025-03-01;2025-03-13;livrée;1;103.15;0;123.78;EUR
CMD-011391;C2025-011391;CLI-02482;;COM-0007;Téléphone;2025-02-20;2025-03-01;2025-03-10;livrée;1;8541.92;2;10250.3;EUR
CMD-011392;C2025-011392;CLI-00529;SIT-00644;COM-0054;Appel d’offres;2025-02-20;2025-02-28;2025-03-12;livrée;2;5686.42;0;6823.7;EUR
CMD-011393;C2025-011393;CLI-00282;SIT-00348;COM-0052;Téléphone;2025-02-20;2025-03-04;2025-03-10;livrée;2;1658.4;5;1990.08;EUR
CMD-011394;C2025-011394;CLI-00713;SIT-00885;COM-0033;Web;2025-02-20;2025-03-05;2025-03-09;livrée;5;12131.88;0;14558.26;EUR
CMD-011395;C2025-011395;CLI-01691;;COM-0048;Appel d’offres;2025-02-20;2025-03-04;2025-03-02;livrée;2;43.65;2;52.38;EUR
CMD-011396;C2025-011396;CLI-02177;SIT-02750;COM-0025;Web;2025-02-20;2025-02-24;2025-03-04;livrée;1;404.69;0;485.63;EUR
CMD-011397;C2025-011397;CLI-00299;SIT-00364;COM-0001;Téléphone;2025-02-20;2025-02-26;2025-03-01;livrée;2;3184.02;0;3820.82;EUR
CMD-011398;C2025-011398;CLI-01785;;COM-0057;Téléphone;2025-02-20;2025-03-01;2025-03-12;livrée;3;1120.4;10;1344.48;EUR
CMD-011399;C2025-011399;CLI-01287;SIT-01609;COM-0031;Agence;2025-02-20;2025-03-03;;annulée;1;54.74;0;65.69;EUR
CMD-011400;C2025-011400;CLI-00508;SIT-00625;COM-0043;Partenaire;2025-02-20;2025-02-26;2025-03-09;livrée;2;1233.87;0;1480.64;EUR
CMD-011401;C2025-011401;CLI-02397;SIT-03012;COM-0029;Partenaire;2025-02-20;2025-02-28;2025-02-26;livrée;5;5343.68;0;6412.42;EUR
CMD-011402;C2025-011402;CLI-01403;SIT-01768;COM-0030;Appel d’offres;2025-02-20;2025-02-23;2025-02-27;livrée;4;7246.89;0;8696.27;EUR
CMD-011403;C2025-011403;CLI-00814;SIT-01001;COM-0033;Téléphone;2025-02-20;2025-02-26;2025-03-09;livrée;1;21.78;2;26.14;EUR
CMD-011404;C2025-011404;CLI-01082;;COM-0029;Appel d’offres;2025-02-20;2025-03-04;2025-03-04;livrée;1;1301.1;0;1561.32;EUR
CMD-011405;C2025-011405;CLI-01078;;COM-0002;Appel d’offres;2025-02-20;2025-03-07;2025-03-11;livrée;4;6243.05;0;7491.66;EUR
CMD-011406;C2025-011406;CLI-00683;SIT-00836;COM-0042;Appel d’offres;2025-02-20;2025-02-28;2025-03-07;livrée;1;6089.86;0;7307.83;EUR
CMD-011407;C2025-011407;CLI-02017;SIT-02525;COM-0005;Téléphone;2025-02-20;2025-03-02;2025-02-28;livrée;2;585.98;0;703.18;EUR
CMD-011408;C2025-011408;CLI-02306;SIT-02898;COM-0011;Partenaire;2025-02-20;2025-02-28;2025-03-03;Annulee;1;5861.6;5;7033.92;EUR
CMD-011409;C2025-011409;CLI-01623;SIT-02042;COM-0039;Partenaire;2025-02-20;2025-02-25;2025-02-23;livrée;2;5727.62;0;6873.14;EUR
CMD-011410;C2025-011410;CLI-00915;SIT-01127;COM-0018;Appel d’offres;2025-02-20;2025-03-07;2025-03-18;livrée;2;196.29;0;235.55;EUR
CMD-011411;C2025-011411;CLI-02050;SIT-02564;COM-0056;Téléphone;20/02/2025;2025-02-28;2025-03-04;livrée;2;985.21;0;1182.25;EUR
CMD-011412;C2025-011412;CLI-00377;;COM-0032;Appel d’offres;2025-02-20;2025-03-02;2025-03-03;livrée;3;7200.02;0;8640.02;EUR
CMD-011413;C2025-011413;CLI-01313;SIT-01647;COM-0014;Agence;2025-02-20;2025-02-27;2025-03-07;livrée;3;3008.52;0;3610.22;EUR
CMD-011414;C2025-011414;CLI-01347;SIT-01694;COM-0013;Appel d’offres;2025-02-20;2025-03-04;2025-03-15;livrée;3;1598.89;0;1918.67;EUR
CMD-011415;C2025-011415;CLI-00962;;COM-0012;Web;2025-02-21;2025-03-07;2025-03-10;livrée;3;1526.88;2;1832.26;EUR
CMD-011416;C2025-011416;CLI-01293;;COM-0021;Partenaire;2025-02-21;2025-02-25;2025-03-08;livrée;1;8311.62;0;9973.94;EUR
