id_releve;id_site;horodatage;energie_kwh;puissance_max_kw;temperature_c;qualite_mesure
REL-0014836;SIT-00002;2026-05-25 13:00:00;23.84;47.1;24.4;valide
REL-0014837;SIT-00002;2026-05-25 14:00:00;25.59;54.6;26.1;valide
REL-0014838;SIT-00002;2026-05-25 15:00:00;27.16;49.2;25.2;valide
REL-0014839;SIT-00002;2026-05-25 16:00:00;24.17;52.2;22.1;valide
REL-0014840;SIT-00002;2026-05-25 17:00:00;24.76;44.9;24.2;valide
REL-0014841;SIT-00002;2026-05-25 18:00:00;15.14;26.9;20.4;valide
REL-0014842;SIT-00002;2026-05-25 19:00:00;15.15;22;21;valide
REL-0014843;SIT-00002;2026-05-25 20:00:00;15.17;24.6;20.4;valide
REL-0014844;SIT-00002;2026-05-25 21:00:00;7.19;12.4;17.7;valide
REL-0014845;SIT-00002;2026-05-25 22:00:00;7.23;14.8;18.3;valide
REL-0014846;SIT-00002;2026-05-25 23:00:00;7.87;13.9;18.3;valide
REL-0014847;SIT-00002;2026-05-26 00:00:00;6.14;10.2;16.6;valide
REL-0014848;SIT-00002;2026-05-26 01:00:00;5.99;10.9;19.8;valide
REL-0014849;SIT-00002;2026-05-26 02:00:00;6.1;13.1;16.8;valide
REL-0014850;SIT-00002;2026-05-26 03:00:00;5.49;9.2;18.6;valide
REL-0014851;SIT-00002;2026-05-26 04:00:00;5.35;9.2;20.6;valide
REL-0014852;SIT-00002;2026-05-26 05:00:00;5.66;9.6;20;valide
REL-0014853;SIT-00002;2026-05-26 06:00:00;14.25;31.1;23;valide
REL-0014854;SIT-00002;2026-05-26 07:00:00;13.8;20;25.9;valide
REL-0014855;SIT-00002;2026-05-26 08:00:00;26.17;38.9;23.1;valide
REL-0014856;SIT-00002;2026-05-26 09:00:00;26.29;57.7;23.1;valide
REL-0014857;SIT-00002;2026-05-26 10:00:00;27.94;57.7;24.1;valide
REL-0014858;SIT-00002;2026-05-26 11:00:00;27.86;60.9;23.6;valide
REL-0014859;SIT-00002;2026-05-26 12:00:00;23.26;43.2;25;valide
REL-0014860;SIT-00002;2026-05-26 13:00:00;21.84;33.7;25.5;valide
REL-0014861;SIT-00002;2026-05-26 14:00:00;24.16;40.6;21.7;valide
REL-0014862;SIT-00002;2026-05-26 15:00:00;25.97;39.8;25.3;valide
REL-0014863;SIT-00002;2026-05-26 16:00:00;24.34;42.1;21.1;valide
REL-0014864;SIT-00002;2026-05-26 17:00:00;24.18;52.5;25.2;valide
REL-0014865;SIT-00002;2026-05-26 18:00:00;15.26;25.1;20.6;valide
REL-0014866;SIT-00002;2026-05-26 19:00:00;15.33;29.5;18.5;valide
REL-0014867;SIT-00002;2026-05-26 20:00:00;14.64;28.6;18.8;valide
REL-0014868;SIT-00002;2026-05-26 21:00:00;8.01;11.5;16.3;valide
REL-0014869;SIT-00002;2026-05-26 22:00:00;7.71;16.4;15.5;valide
REL-0014870;SIT-00002;2026-05-26 23:00:00;7.7;16.9;19.3;valide
REL-0014871;SIT-00002;2026-05-27 00:00:00;5.33;8.3;17.3;valide
REL-0014872;SIT-00002;2026-05-27 01:00:00;5.96;13;15.6;valide
REL-0014873;SIT-00002;2026-05-27 02:00:00;5.3;8.1;14.9;valide
REL-0014874;SIT-00002;2026-05-27 03:00:00;5.84;8.9;18.9;valide
REL-0014875;SIT-00002;2026-05-27 04:00:00;5.98;12.6;20.4;valide
REL-0014876;SIT-00002;2026-05-27 05:00:00;5.85;12.5;22.5;valide
REL-0014877;SIT-00002;2026-05-27 06:00:00;15.23;32.9;21.2;valide
REL-0014878;SIT-00002;2026-05-27 07:00:00;14.07;24.2;22.6;valide
REL-0014879;SIT-00002;2026-05-27 08:00:00;25.47;37.7;22.9;valide
REL-0014880;SIT-00002;2026-05-27 09:00:00;26.05;53.5;23.6;valide
REL-0014881;SIT-00002;2026-05-27 10:00:00;26.67;58.2;24.1;valide
REL-0014882;SIT-00002;2026-05-27 11:00:00;24.74;38.7;26.9;valide
REL-0014883;SIT-00002;2026-05-27 12:00:00;22.21;47.7;26;valide
REL-0014884;SIT-00002;2026-05-27 13:00:00;22.58;34.1;25.3;valide
REL-0014885;SIT-00002;2026-05-27 14:00:00;25.69;50.4;25.6;valide
REL-0014886;SIT-00002;2026-05-27 15:00:00;27.13;49;24.8;valide
REL-0014887;SIT-00002;2026-05-27 16:00:00;27.01;58.5;23;valide
REL-0014888;SIT-00002;2026-05-27 17:00:00;25.72;55.3;22.2;valide
REL-0014889;SIT-00002;2026-05-27 18:00:00;15.96;24.1;20.8;valide
REL-0014890;SIT-00002;2026-05-27 19:00:00;14.69;22.1;20.4;valide
REL-0014891;SIT-00002;2026-05-27 20:00:00;15.13;32.4;19.1;valide
REL-0014892;SIT-00002;2026-05-27 21:00:00;7.23;14.9;18.5;valide
REL-0014893;SIT-00002;2026-05-27 22:00:00;7.62;14.1;17.7;valide
REL-0014894;SIT-00002;2026-05-27 23:00:00;7.21;10.3;15.4;valide
REL-0014895;SIT-00002;2026-05-29 00:00:00;5.26;11.3;17.1;valide
REL-0014896;SIT-00002;2026-05-29 01:00:00;5.73;11.5;16.8;valide
REL-0014897;SIT-00002;2026-05-29 02:00:00;5.43;9;17.3;valide
REL-0014898;SIT-00002;2026-05-29 03:00:00;5.78;10.3;16.6;valide
REL-0014899;SIT-00002;2026-05-29 04:00:00;6.01;9;20.7;valide
REL-0014900;SIT-00002;2026-05-29 05:00:00;5.71;8.3;19.3;valide
REL-0014901;SIT-00002;2026-05-29 06:00:00;13.14;18.7;23.4;valide
REL-0014902;SIT-00002;2026-05-29 07:00:00;13.53;27.5;22.3;valide
REL-0014903;SIT-00002;2026-05-29 08:00:00;27.3;49.9;25.5;valide
REL-0014904;SIT-00002;2026-05-29 09:00:00;24.93;47.5;23.8;valide
REL-0014905;SIT-00002;2026-05-29 10:00:00;26.31;48.4;25.4;valide
REL-0014906;SIT-00002;2026-05-29 11:00:00;24.41;53.4;26.2;valide
REL-0014907;SIT-00002;2026-05-29 12:00:00;22.22;47.1;26.9;valide
REL-0014908;SIT-00002;2026-05-29 13:00:00;22.11;34;25;valide
REL-0014909;SIT-00002;2026-05-29 14:00:00;24.46;35.5;23.3;valide
REL-0014910;SIT-00002;2026-05-29 15:00:00;26.44;38.2;22.3;valide
REL-0014911;SIT-00002;2026-05-29 16:00:00;24.17;44.4;23.7;valide
REL-0014912;SIT-00002;2026-05-29 17:00:00;25.07;35.2;22.3;valide
REL-0014913;SIT-00002;2026-05-29 18:00:00;15.04;21.5;21.2;estimée
REL-0014914;SIT-00002;2026-05-29 19:00:00;16.16;22.7;21;valide
REL-0014915;SIT-00002;2026-05-29 20:00:00;15.96;34.3;18.8;valide
REL-0014916;SIT-00002;2026-05-29 21:00:00;7.95;12.5;16.2;valide
REL-0014917;SIT-00002;2026-05-29 22:00:00;7.15;11.2;17.6;estimée
REL-0014918;SIT-00002;2026-05-29 23:00:00;7.54;11.5;18.2;valide
REL-0014919;SIT-00002;2026-05-30 00:00:00;2.1;3.1;17.9;valide
REL-0014920;SIT-00002;2026-05-30 01:00:00;2.17;3.1;18;valide
REL-0014921;SIT-00002;2026-05-30 02:00:00;2.07;2.9;18.2;valide
REL-0014922;SIT-00002;2026-05-30 03:00:00;2.35;4.9;17.3;valide
REL-0014923;SIT-00002;2026-05-30 04:00:00;2.35;4.9;20.2;valide
REL-0014924;SIT-00002;2026-05-30 05:00:00;2.4;4.7;21;valide
REL-0014925;SIT-00002;2026-05-30 06:00:00;6.01;10.4;23;valide
REL-0014926;SIT-00002;2026-05-30 07:00:00;5.82;12.2;22.1;valide
REL-0014927;SIT-00002;2026-05-30 08:00:00;10.68;22.4;24.8;valide
REL-0014928;SIT-00002;2026-05-30 09:00:00;10.14;18.6;25.1;valide
REL-0014929;SIT-00002;2026-05-30 10:00:00;9.52;19.5;25.6;valide
REL-0014930;SIT-00002;2026-05-30 11:00:00;10.8;21.6;25.8;valide
REL-0014931;SIT-00002;2026-05-30 12:00:00;8.57;15.4;24.3;valide
REL-0014932;SIT-00002;2026-05-30 13:00:00;9.25;16.8;26.1;valide
REL-0014933;SIT-00002;2026-05-30 14:00:00;9.69;18.7;26;valide
REL-0014934;SIT-00002;2026-05-30 15:00:00;10.63;20;23.9;valide
REL-0014935;SIT-00002;2026-05-30 16:00:00;10.64;19.9;24;valide
REL-0014936;SIT-00002;2026-05-30 17:00:00;10.37;17.1;22.3;valide
REL-0014937;SIT-00002;2026-05-30 18:00:00;6.24;10.4;22.9;valide
REL-0014938;SIT-00002;2026-05-30 19:00:00;6.03;9.5;21.7;valide
REL-0014939;SIT-00002;2026-05-30 20:00:00;5.75;11;18.1;valide
REL-0014940;SIT-00002;2026-05-30 21:00:00;3.07;6.1;19.4;valide
REL-0014941;SIT-00002;2026-05-30 22:00:00;3.26;6;15.7;valide
REL-0014942;SIT-00002;2026-05-30 23:00:00;3.11;4.5;19;valide
REL-0014943;SIT-00002;2026-05-31 00:00:00;2.33;5.1;18;valide
REL-0014944;SIT-00002;2026-05-31 01:00:00;2.23;3.7;17.3;valide
REL-0014945;SIT-00002;2026-05-31 02:00:00;2.06;3.9;17.5;valide
REL-0014946;SIT-00002;2026-05-31 03:00:00;2.37;3.5;16.1;valide
REL-0014947;SIT-00002;2026-05-31 04:00:00;2.17;4.1;18.4;valide
REL-0014948;SIT-00002;2026-05-31 05:00:00;2.28;3.3;19.9;valide
REL-0014949;SIT-00002;2026-05-31 06:00:00;5.53;8.1;22.3;valide
REL-0014950;SIT-00002;2026-05-31 07:00:00;5.73;10.7;22;valide
REL-0014951;SIT-00002;2026-05-31 08:00:00;9.61;14.9;25.1;valide
REL-0014952;SIT-00002;2026-05-31 09:00:00;10.54;16.8;24.8;valide
REL-0014953;SIT-00002;2026-05-31 10:00:00;10.66;19;25.6;valide
REL-0014954;SIT-00002;2026-05-31 11:00:00;9.96;19.2;24.5;valide
REL-0014955;SIT-00002;2026-05-31 12:00:00;8.12;12.3;26.4;estimée
REL-0014956;SIT-00002;2026-05-31 13:00:00;8.74;16.4;26.7;estimée
REL-0014957;SIT-00002;2026-05-31 14:00:00;10.64;21.7;26.2;valide
REL-0014958;SIT-00002;2026-05-31 15:00:00;10.84;16.7;24.4;valide
REL-0014959;SIT-00002;2026-05-31 16:00:00;10.4;19.5;23.4;valide
REL-0014960;SIT-00002;2026-05-31 17:00:00;10.4;17;24;valide
REL-0014961;SIT-00002;2026-05-31 18:00:00;6.2;9.4;20.9;valide
REL-0014962;SIT-00002;2026-05-31 19:00:00;6.37;13.4;20.6;valide
REL-0014963;SIT-00002;2026-05-31 20:00:00;5.63;11.8;17.7;valide
REL-0014964;SIT-00002;2026-05-31 21:00:00;3.2;6.2;18.9;estimée
REL-0014965;SIT-00002;2026-05-31 22:00:00;2.85;5;19;valide
REL-0014966;SIT-00002;2026-05-31 23:00:00;3.21;4.7;17.8;valide
REL-0014967;SIT-00002;2026-06-01 00:00:00;5.2;8.9;16.2;valide
REL-0014968;SIT-00002;2026-06-01 01:00:00;5.92;12.4;16.6;valide
REL-0014969;SIT-00002;2026-06-01 02:00:00;5.26;9.8;18.3;valide
REL-0014970;SIT-00002;2026-06-01 03:00:00;5.79;8.4;18;valide
REL-0014971;SIT-00002;2026-06-01 04:00:00;5.31;9.7;18;valide
REL-0014972;SIT-00002;2026-06-01 05:00:00;5.85;9.4;19.6;valide
REL-0014973;SIT-00002;2026-06-01 06:00:00;14.29;20;22.7;valide
REL-0014974;SIT-00002;2026-06-01 07:00:00;14.21;23.6;21.6;valide
REL-0014975;SIT-00002;2026-06-01 08:00:00;26.04;56.5;25;valide
REL-0014976;SIT-00002;2026-06-01 09:00:00;25.39;54.8;23.7;valide
REL-0014977;SIT-00002;2026-06-01 10:00:00;25.69;41.4;23.3;valide
REL-0014978;SIT-00002;2026-06-01 11:00:00;24.61;54;24.1;valide
REL-0014979;SIT-00002;2026-06-01 12:00:00;20.78;39.4;26.3;valide
REL-0014980;SIT-00002;2026-06-01 13:00:00;21.08;38.2;23.8;valide
REL-0014981;SIT-00002;2026-06-01 14:00:00;25.29;51.1;25.6;valide
REL-0014982;SIT-00002;2026-06-01 15:00:00;23.51;33.1;26.3;valide
REL-0014983;SIT-00002;2026-06-01 16:00:00;26.73;54.7;22.1;valide
REL-0014984;SIT-00002;2026-06-01 17:00:00;23.31;33.1;22.7;valide
REL-0014985;SIT-00002;2026-06-01 18:00:00;14.02;23.6;22.6;valide
REL-0014986;SIT-00002;2026-06-01 19:00:00;15.81;29.7;22.2;valide
REL-0014987;SIT-00002;2026-06-01 20:00:00;15.65;30.1;19.4;valide
REL-0014988;SIT-00002;2026-06-01 21:00:00;7.05;12.3;20;valide
REL-0014989;SIT-00002;2026-06-01 22:00:00;6.99;12.1;15.4;valide
REL-0014990;SIT-00002;2026-06-01 23:00:00;8.13;17.7;16.4;valide
REL-0014991;SIT-00002;2026-06-02 00:00:00;5.67;11.5;17.1;valide
REL-0014992;SIT-00002;2026-06-02 01:00:00;5.7;10.4;18.3;valide
REL-0014993;SIT-00002;2026-06-02 02:00:00;5.49;8.5;18.2;valide
REL-0014994;SIT-00002;2026-06-02 03:00:00;5.52;9.7;18.3;valide
REL-0014995;SIT-00002;2026-06-02 04:00:00;5.45;8.7;19.6;valide
REL-0014996;SIT-00002;2026-06-02 05:00:00;5.81;8.7;21.6;valide
REL-0014997;SIT-00002;2026-06-02 06:00:00;13.95;21.6;20.7;valide
REL-0014998;SIT-00002;2026-06-02 07:00:00;14.1;22;24.2;valide
REL-0014999;SIT-00002;2026-06-02 08:00:00;25.72;44.8;22.9;valide
REL-0015000;SIT-00002;2026-06-02 09:00:00;26.22;43.3;26.1;valide
REL-0015001;SIT-00002;2026-06-02 10:00:00;25.03;38.8;24.7;valide
REL-0015002;SIT-00002;2026-06-02 11:00:00;23.66;40.2;24.8;valide
REL-0015003;SIT-00002;2026-06-02 12:00:00;20.49;37.8;25.5;estimée
REL-0015004;SIT-00002;2026-06-02 13:00:00;21.91;45.8;25.5;valide
REL-0015005;SIT-00002;2026-06-02 14:00:00;25.11;44.6;25.7;valide
REL-0015006;SIT-00002;2026-06-02 15:00:00;26.85;49.1;23.5;valide
REL-0015007;SIT-00002;2026-06-02 16:00:00;26.05;44.1;24.4;valide
REL-0015008;SIT-00002;2026-06-02 17:00:00;23.74;44.2;22.6;valide
REL-0015009;SIT-00002;2026-06-02 18:00:00;14.85;24.3;22.2;valide
REL-0015010;SIT-00002;2026-06-02 19:00:00;14.74;24.4;19.4;valide
REL-0015011;SIT-00002;2026-06-02 20:00:00;14.04;21.5;20;valide
REL-0015012;SIT-00002;2026-06-02 21:00:00;7.95;13.4;18.6;valide
REL-0015013;SIT-00002;2026-06-02 22:00:00;7.81;15.2;18.1;valide
REL-0015014;SIT-00002;2026-06-02 23:00:00;8;14.6;18.9;valide
REL-0015015;SIT-00002;2026-06-03 00:00:00;5.9;8.4;18;valide
REL-0015016;SIT-00002;2026-06-03 01:00:00;5.38;7.7;17;valide
REL-0015017;SIT-00002;2026-06-03 02:00:00;5.43;11.5;17.2;valide
REL-0015018;SIT-00002;2026-06-03 03:00:00;5.76;9.1;18.9;valide
REL-0015019;SIT-00002;2026-06-03 04:00:00;5.38;9.4;18.7;valide
REL-0015020;SIT-00002;2026-06-03 05:00:00;5.73;9.1;21.8;valide
REL-0015021;SIT-00002;2026-06-03 06:00:00;13.54;27.4;23.4;valide
REL-0015022;SIT-00002;2026-06-03 07:00:00;13.44;27.5;26.2;valide
REL-0015023;SIT-00002;2026-06-03 08:00:00;25.7;36.5;26;valide
REL-0015024;SIT-00002;2026-06-03 09:00:00;23.96;49.1;24.8;valide
REL-0015025;SIT-00002;2026-06-03 10:00:00;26.34;55.5;23.9;valide
REL-0015026;SIT-00002;2026-06-03 11:00:00;23.64;45.3;24.7;valide
REL-0015027;SIT-00002;2026-06-03 12:00:00;22.98;49.2;26.7;valide
REL-0015028;SIT-00002;2026-06-03 13:00:00;19.95;31.3;24.8;valide
REL-0015029;SIT-00002;2026-06-03 14:00:00;24.75;40.5;25.5;estimée
REL-0015030;SIT-00002;2026-06-03 15:00:00;26.07;39.7;24.7;valide
REL-0015031;SIT-00002;2026-06-03 16:00:00;24.33;41.9;27.4;valide
REL-0015032;SIT-00002;2026-06-03 17:00:00;26.59;43.7;23.8;valide
REL-0015033;SIT-00002;2026-06-03 18:00:00;15.18;27.3;23;valide
REL-0015034;SIT-00002;2026-06-03 19:00:00;14.53;29.6;19.6;valide
REL-0015035;SIT-00002;2026-06-03 20:00:00;14.09;25.3;17.5;valide
REL-0015036;SIT-00002;2026-06-03 21:00:00;7.17;13.6;18.6;valide
REL-0015037;SIT-00002;2026-06-03 22:00:00;7.54;13.1;17.6;valide
REL-0015038;SIT-00002;2026-06-03 23:00:00;6.98;10.9;18.1;valide
REL-0015039;SIT-00002;2026-06-04 00:00:00;5.29;9;16;valide
REL-0015040;SIT-00002;2026-06-04 01:00:00;5.78;11.1;21.5;valide
REL-0015041;SIT-00002;2026-06-04 02:00:00;5.7;11.4;17.8;valide
REL-0015042;SIT-00002;2026-06-04 03:00:00;5.91;12.8;19.3;valide
REL-0015043;SIT-00002;2026-06-04 04:00:00;5.89;12.2;18.4;valide
REL-0015044;SIT-00002;2026-06-04 05:00:00;5.11;8.9;21.3;valide
REL-0015045;SIT-00002;2026-06-04 06:00:00;13.89;26.9;22.3;valide
REL-0015046;SIT-00002;2026-06-04 07:00:00;14.66;32.2;22.3;valide
REL-0015047;SIT-00002;2026-06-04 08:00:00;23.23;39.5;25.7;valide
REL-0015048;SIT-00002;2026-06-04 09:00:00;23.39;43.7;25.9;valide
REL-0015049;SIT-00002;2026-06-04 10:00:00;24.05;49.6;25.1;valide
REL-0015050;SIT-00002;2026-06-04 11:00:00;25.21;51.9;25.8;valide
REL-0015051;SIT-00002;2026-06-04 12:00:00;22.58;45.3;25.1;valide
REL-0015052;SIT-00002;2026-06-04 13:00:00;20.06;39.5;25.9;valide
REL-0015053;SIT-00002;2026-06-04 14:00:00;26.63;55.6;25.5;valide
REL-0015054;SIT-00002;2026-06-04 15:00:00;24.63;35.5;23.4;valide
REL-0015055;SIT-00002;2026-06-04 16:00:00;26.69;52;23.8;valide
REL-0015056;SIT-00002;2026-06-04 17:00:00;23.43;46.2;24.8;valide
REL-0015057;SIT-00002;2026-06-04 18:00:00;15.72;29.9;21.9;valide
REL-0015058;SIT-00002;2026-06-04 19:00:00;14.53;25.5;20.5;valide
REL-0015059;SIT-00002;2026-06-04 20:00:00;13.98;21.5;18.5;valide
REL-0015060;SIT-00002;2026-06-04 21:00:00;8.04;17.1;17.4;valide
REL-0015061;SIT-00002;2026-06-04 22:00:00;6.98;10.8;19.8;valide
REL-0015062;SIT-00002;2026-06-04 23:00:00;7.33;13.5;15.9;valide
REL-0015063;SIT-00002;2026-06-05 00:00:00;5.85;11.7;18.2;valide
REL-0015064;SIT-00002;2026-06-05 01:00:00;5.22;8.5;19;valide
REL-0015065;SIT-00002;2026-06-05 02:00:00;5.89;11.8;17;valide
REL-0015066;SIT-00002;2026-06-05 03:00:00;5.31;8.7;19.4;valide
REL-0015067;SIT-00002;2026-06-05 04:00:00;5.36;9.4;20.7;valide
REL-0015068;SIT-00002;2026-06-05 05:00:00;5.22;8.8;24.6;valide
REL-0015069;SIT-00002;2026-06-05 06:00:00;14.08;25.3;23.5;valide
REL-0015070;SIT-00002;2026-06-05 07:00:00;12.64;26.1;23.2;valide
REL-0015071;SIT-00002;2026-06-05 08:00:00;26.66;57.8;24;valide
REL-0015072;SIT-00002;2026-06-05 09:00:00;25.08;38.4;25.7;valide
REL-0015073;SIT-00002;2026-06-05 10:00:00;25.04;48.1;26.4;valide
REL-0015074;SIT-00002;2026-06-05 11:00:00;25.5;42.8;26;valide
REL-0015075;SIT-00002;2026-06-05 12:00:00;20.18;34.2;25.5;valide
REL-0015076;SIT-00002;2026-06-05 13:00:00;22.61;44.2;27.2;valide
REL-0015077;SIT-00002;2026-06-05 14:00:00;25.1;50.6;25.5;valide
REL-0015078;SIT-00002;2026-06-05 15:00:00;25.39;51.8;24.2;valide
REL-0015079;SIT-00002;2026-06-05 16:00:00;24.03;42;22.1;valide
REL-0015080;SIT-00002;2026-06-05 17:00:00;23.24;47;22.7;valide
REL-0015081;SIT-00002;2026-06-05 18:00:00;15.67;31.5;22.7;valide
REL-0015082;SIT-00002;2026-06-05 19:00:00;14.87;30.8;22.3;valide
REL-0015083;SIT-00002;2026-06-05 20:00:00;14.83;22.1;21.3;valide
REL-0015084;SIT-00002;2026-06-05 21:00:00;7.39;15;17.4;valide
REL-0015085;SIT-00002;2026-06-05 22:00:00;6.98;14.4;18.7;valide
REL-0015086;SIT-00002;2026-06-05 23:00:00;7.12;11.2;16.6;valide
REL-0015087;SIT-00002;2026-06-06 00:00:00;2.12;4.1;17.7;valide
REL-0015088;SIT-00002;2026-06-06 01:00:00;2.29;3.8;17.4;valide
REL-0015089;SIT-00002;2026-06-06 02:00:00;2.04;3.4;18.4;valide
REL-0015090;SIT-00002;2026-06-06 03:00:00;2.31;3.6;18.2;valide
REL-0015091;SIT-00002;2026-06-06 04:00:00;2.05;3.4;17.9;valide
REL-0015092;SIT-00002;2026-06-06 05:00:00;2.23;3.4;20.4;valide
REL-0015093;SIT-00002;2026-06-06 06:00:00;5.37;10.8;21.4;valide
REL-0015094;SIT-00002;2026-06-06 07:00:00;5.7;9.7;23.2;valide
REL-0015095;SIT-00002;2026-06-06 08:00:00;9.27;15.6;24.1;valide
REL-0015096;SIT-00002;2026-06-06 09:00:00;9.53;21;25.6;valide
REL-0015097;SIT-00002;2026-06-06 10:00:00;9.99;20.9;24.2;valide
REL-0015098;SIT-00002;2026-06-06 11:00:00;10.44;19.1;26.7;valide
REL-0015099;SIT-00002;2026-06-06 12:00:00;8.23;17.3;27.1;valide
REL-0015100;SIT-00002;2026-06-06 13:00:00;8.85;15.4;25.8;valide
REL-0015101;SIT-00002;2026-06-06 14:00:00;10.73;22.2;26.2;valide
REL-0015102;SIT-00002;2026-06-06 15:00:00;10.09;18.6;27.2;valide
REL-0015103;SIT-00002;2026-06-06 16:00:00;10.09;16.3;23.2;valide
REL-0015104;SIT-00002;2026-06-06 17:00:00;10.01;20.7;22.5;valide
REL-0015105;SIT-00002;2026-06-06 18:00:00;5.49;8.7;23;valide
REL-0015106;SIT-00002;2026-06-06 19:00:00;6.21;11.1;18.4;valide
REL-0015107;SIT-00002;2026-06-06 20:00:00;6.05;12.7;17.6;valide
REL-0015108;SIT-00002;2026-06-06 21:00:00;3.17;5.7;18.7;valide
REL-0015109;SIT-00002;2026-06-06 22:00:00;2.76;4.3;17.6;valide
REL-0015110;SIT-00002;2026-06-06 23:00:00;2.76;4.2;18.2;valide
REL-0015111;SIT-00002;2026-06-07 00:00:00;2.29;3.5;18.4;valide
REL-0015112;SIT-00002;2026-06-07 01:00:00;2.26;4.3;18.8;valide
REL-0015113;SIT-00002;2026-06-07 02:00:00;2.25;3.4;17.9;valide
REL-0015114;SIT-00002;2026-06-07 03:00:00;2.28;3.3;17.6;valide
REL-0015115;SIT-00002;2026-06-07 04:00:00;2.16;3.7;20.3;valide
REL-0015116;SIT-00002;2026-06-07 05:00:00;2.03;3.7;21.6;valide
REL-0015117;SIT-00002;2026-06-07 06:00:00;5.54;7.8;19.1;valide
REL-0015118;SIT-00002;2026-06-07 07:00:00;5.35;8.8;24.9;valide
REL-0015119;SIT-00002;2026-06-07 08:00:00;9.84;19;22.9;valide
REL-0015120;SIT-00002;2026-06-07 09:00:00;9.18;17.6;25.9;valide
REL-0015121;SIT-00002;2026-06-07 10:00:00;9.53;17.4;28.1;valide
REL-0015122;SIT-00002;2026-06-07 11:00:00;9.46;16.8;27.1;estimée
REL-0015123;SIT-00002;2026-06-07 12:00:00;8.01;13.8;25.6;valide
REL-0015124;SIT-00002;2026-06-07 13:00:00;8.14;17.7;26.4;valide
REL-0015125;SIT-00002;2026-06-07 14:00:00;9.45;20.6;28.7;valide
REL-0015126;SIT-00002;2026-06-07 15:00:00;9.57;15.4;26;valide
REL-0015127;SIT-00002;2026-06-07 16:00:00;9.13;13.7;22.4;valide
REL-0015128;SIT-00002;2026-06-07 17:00:00;9.54;15.5;24;valide
REL-0015129;SIT-00002;2026-06-07 18:00:00;6.2;12.5;22.9;valide
REL-0015130;SIT-00002;2026-06-07 19:00:00;6.03;10.9;19.3;valide
REL-0015131;SIT-00002;2026-06-07 20:00:00;6.29;13.7;19.5;valide
REL-0015132;SIT-00002;2026-06-07 21:00:00;3.09;6.1;20.3;valide
REL-0015133;SIT-00002;2026-06-07 22:00:00;3.12;6.1;15.9;valide
REL-0015134;SIT-00002;2026-06-07 23:00:00;2.84;5.9;17.6;valide
REL-0015135;SIT-00002;2026-06-08 00:00:00;5.46;8.1;15.9;valide
REL-0015136;SIT-00002;2026-06-08 01:00:00;5.06;7.4;19.9;valide
REL-0015137;SIT-00002;2026-06-08 02:00:00;5.08;9.5;16.6;valide
REL-0015138;SIT-00002;2026-06-08 03:00:00;5.68;8.8;18.6;valide
REL-0015139;SIT-00002;2026-06-08 04:00:00;5.32;10.9;20.8;valide
REL-0015140;SIT-00002;2026-06-08 05:00:00;5.81;9.1;20.5;valide
REL-0015141;SIT-00002;2026-06-08 06:00:00;13.48;25;20.6;valide
REL-0015142;SIT-00002;2026-06-08 07:00:00;12.52;23.2;22.3;valide
REL-0015143;SIT-00002;2026-06-08 08:00:00;26.51;56.8;24.5;valide
REL-0015144;SIT-00002;2026-06-08 09:00:00;26.16;53.2;25.1;valide
REL-0015145;SIT-00002;2026-06-08 10:00:00;24.76;46.4;25.5;valide
REL-0015146;SIT-00002;2026-06-08 11:00:00;24.63;36.4;27.2;valide
REL-0015147;SIT-00002;2026-06-08 12:00:00;20.3;35.5;27.3;valide
REL-0015148;SIT-00002;2026-06-08 13:00:00;19.36;32.4;25.4;valide
REL-0015149;SIT-00002;2026-06-08 14:00:00;25.65;45;24.5;valide
REL-0015150;SIT-00002;2026-06-08 15:00:00;23.26;37.2;23.1;valide
REL-0015151;SIT-00002;2026-06-08 16:00:00;25.75;46.2;23.1;valide
REL-0015152;SIT-00002;2026-06-08 17:00:00;26.67;38.4;22.6;valide
REL-0015153;SIT-00002;2026-06-08 18:00:00;15.38;23.4;21.6;valide
REL-0015154;SIT-00002;2026-06-08 19:00:00;14.68;32;21.5;valide
REL-0015155;SIT-00002;2026-06-08 20:00:00;14.74;21.7;21.8;valide
REL-0015156;SIT-00002;2026-06-08 21:00:00;7.78;14.9;18.1;valide
REL-0015157;SIT-00002;2026-06-08 22:00:00;7.66;12.6;18.3;valide
REL-0015158;SIT-00002;2026-06-08 23:00:00;7.7;11;17;valide
REL-0015159;SIT-00002;2026-06-09 00:00:00;5.31;8.1;18.1;valide
REL-0015160;SIT-00002;2026-06-09 01:00:00;5.7;8.7;18.3;valide
REL-0015161;SIT-00002;2026-06-09 02:00:00;5.18;8.8;17.3;valide
REL-0015162;SIT-00002;2026-06-09 03:00:00;5.76;11.3;20;valide
REL-0015163;SIT-00002;2026-06-09 04:00:00;5.66;9.7;19.1;valide
REL-0015164;SIT-00002;2026-06-09 05:00:00;5.24;7.5;20.1;valide
REL-0015165;SIT-00002;2026-06-09 06:00:00;12.5;20.5;24;valide
REL-0015166;SIT-00002;2026-06-09 07:00:00;14.09;30.3;24.3;valide
REL-0015167;SIT-00002;2026-06-09 08:00:00;24.19;46.8;24.4;valide
REL-0015168;SIT-00002;2026-06-09 09:00:00;22.76;48.5;21.6;valide
REL-0015169;SIT-00002;2026-06-09 10:00:00;26.6;45.2;27.6;valide
REL-0015170;SIT-00002;2026-06-09 11:00:00;22.68;46.2;25.3;valide
